comparison,mode,source_file,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,citation_position_proxy,citation_position_score,citation_share_of_voice,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,brand_mentioned,brand_mention_count,first_mention_index,first_mention_score,mention_share_of_voice,mention_position_proxy,mention_position_score,average_mention_position_proxy,top1_mentioned_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,brand_context_sentiment_score,brand_context_positive_hits,brand_context_negative_hits,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,geo_rewrite_2023_2024,1,5,1-5,3,Away,1,2,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,3,1.0,1.0,0.3333333333333333,1,1.0,1,1,dimensions;handle;overhead_bin_or_airline_fit;weight;wheels_mobility,5,0.2631578947368421,0.19716114516110977,0.25882352941176473,0.49755400405802175,1.0,11,0,208,Away > July > Away > July > Rimowa > BR,"[Away] [July] Away is especially strong for airport and crowded-space handling because it lists premium 360° smooth-gliding wheels, an easy-grip top handle designed for steering and moving through busy travel spaces, an underside grab handle for lifting into overhead bins, and wheels described as helpful in busy airports and on cobblestone streets. [Away] July is especially strong for streets because it has SilentMove 360° spinner wheels described as extremely quiet and able to handle European cobblestones, plus a 20-height multi-stop telescopic handle and a 7.4 lb weight.","For easiest movement through airports, streets, and crowded spaces, I would recommend Away or July depending on the surface you expect most. Away is especially strong for airport and crowded-space handling because it lists premium 360° smooth-gliding wheels, an easy-grip top handle designed for steering and moving through busy travel spaces, an underside grab handle for lifting into overhead bins, and wheels described as helpful in busy airports and on cobblestone streets. Briggs & Riley has smooth, silent 360° spinner wheels and a multi-height aerospace-grade aluminum handle, but it weighs 10 lbs, making it heavier than Away, July, and Hartmann in the provided text."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,3,BR,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,4,0.4,0,1,1,6.0,0.16666666666666666,0.1111111111111111,4,0.4,4,0,,0,0.0,0.03221375981725737,1.0,0.2731094186301181,1.0,1,0,208,Away > July > Away > July > Rimowa > BR,[Briggs & Riley],"Briggs & Riley has smooth, silent 360° spinner wheels and a multi-height aerospace-grade aluminum handle, but it weighs 10 lbs, making it heavier than Away, July, and Hartmann in the provided text."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,3,Century,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,9.0,0.1111111111111111,0.1111111111111111,5,0.2,5,0,,0,0.0,0.0,0.0,0.0,1.0,1,0,208,Away > July > Away > July > Rimowa > BR,,"Briggs & Riley has smooth, silent 360° spinner wheels and a multi-height aerospace-grade aluminum handle, but it weighs 10 lbs, making it heavier than Away, July, and Hartmann in the provided text."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,3,July,1,2,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,3,2.0,0.5,0.3333333333333333,2,0.8,2,0,capacity_volume;comparison_ready_evidence;handle;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight;wheels_mobility,7,0.3684210526315789,0.06825026102750857,0.01834862385321101,0.35675322297646583,0.7142857142857143,12,2,208,Away > July > Away > July > Rimowa > BR,"[Away] [July] Away is especially strong for airport and crowded-space handling because it lists premium 360° smooth-gliding wheels, an easy-grip top handle designed for steering and moving through busy travel spaces, an underside grab handle for lifting into overhead bins, and wheels described as helpful in busy airports and on cobblestone streets. [July] RIMOWA also looks strong for smooth steering because its Multiwheel® system is described as stable and effortless with ball-bearing mounted wheels and cushioned axles, and its T-Bar telescopic handle has three-stage adjustment, but the provided text does not state the suitcase weight or capacity, which makes it harder to compare movement confidence fully.","For easiest movement through airports, streets, and crowded spaces, I would recommend Away or July depending on the surface you expect most. July is especially strong for streets because it has SilentMove 360° spinner wheels described as extremely quiet and able to handle European cobblestones, plus a 20-height multi-stop telescopic handle and a 7.4 lb weight. Briggs & Riley has smooth, silent 360° spinner wheels and a multi-height aerospace-grade aluminum handle, but it weighs 10 lbs, making it heavier than Away, July, and Hartmann in the provided text."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,3,Rimowa,1,1,5.0,0.2,5,0.2,0.16666666666666666,3,0.6,0,1,1,5.0,0.2,0.1111111111111111,3,0.6,3,0,dimensions;handle;tradeoff_or_limitation;weight;wheels_mobility,5,0.2631578947368421,0.027895647831756236,0.030303030303030304,0.18608949639250758,0.5,6,2,208,Away > July > Away > July > Rimowa > BR,"[RIMOWA] Briggs & Riley has smooth, silent 360° spinner wheels and a multi-height aerospace-grade aluminum handle, but it weighs 10 lbs, making it heavier than Away, July, and Hartmann in the provided text.","RIMOWA also looks strong for smooth steering because its Multiwheel® system is described as stable and effortless with ball-bearing mounted wheels and cushioned axles, and its T-Bar telescopic handle has three-stage adjustment, but the provided text does not state the suitcase weight or capacity, which makes it harder to compare movement confidence fully."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,geo_rewrite_2023_2024,1,5,1-5,4,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,2,0.8,0,1,2,2.0,0.5,0.2857142857142857,2,0.8,2,0,cleaning_care;comparison_ready_evidence;durability_protection;packing_organization;tradeoff_or_limitation,5,0.2631578947368421,0.04945681103491634,0.05128205128205128,0.22021524884665938,1.0,3,0,213,BR > BR > Away > July > Century,"[Away] July is also useful for packing because it has a Y-Strap compression system, stain-resistant lining, and a hidden odor-proof laundry bag, but the page provides fewer distinct pocket or compartment details than Briggs & Riley and Away.","Away is the best simpler hardside organizer for a 3-5 day trip because it has a double-buckle compression pad, three mesh pockets, one hanging pocket, one compartment for clothes, one compartment for bulkier items like shoes and toiletries, and a water-resistant drawstring laundry bag. July is also useful for packing because it has a Y-Strap compression system, stain-resistant lining, and a hidden odor-proof laundry bag, but the page provides fewer distinct pocket or compartment details than Briggs & Riley and Away."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,4,BR,1,2,1.0,1.0,1,1.0,0.4,1,1.0,1,1,3,1.0,1.0,0.42857142857142855,1,1.0,1,1,cleaning_care;dimensions;durability_protection;electronics_convenience;handle;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;trip_length,10,0.5263157894736842,0.2148183401453655,0.36363636363636365,0.5694389471359312,0.5,3,1,213,BR > BR > Away > July > Century,"[Briggs & Riley] It offers CX® Smart Packing Technology that expands up to 30% and compresses back to carry-on size, an integrated garment carrier, cinch-down garment panels, two mesh-lid zip pockets, a flat ridgeless interior from the exterior-mounted Outsider® handle, a SpeedThru™ pocket for essentials, a PowerPocket™ for a battery pack and USB cord, and a large front pocket for items like jackets, gloves, and scarves. [Briggs & Riley] Away is the best simpler hardside organizer for a 3-5 day trip because it has a double-buckle compression pad, three mesh pockets, one hanging pocket, one compartment for clothes, one compartment for bulkier items like shoes and toiletries, and a water-resistant drawstring laundry bag.","For packing organization, I would recommend Briggs & Riley as the most complete organizer. July is also useful for packing because it has a Y-Strap compression system, stain-resistant lining, and a hidden odor-proof laundry bag, but the page provides fewer distinct pocket or compartment details than Briggs & Riley and Away. Hartmann adds a removable garment sleeve, ample zippered pockets, nylon tie-down straps, and 1.5 inches of expansion, so it is a solid choice if hanging garments matter, but the organization description is less extensive than Briggs & Riley’s."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,4,Century,1,1,5.0,0.2,5,0.2,0.2,4,0.4,0,1,1,6.0,0.16666666666666666,0.14285714285714285,4,0.4,4,0,,0,0.0,0.10554626745073825,0.0,0.144442586823481,-1.0,0,1,213,BR > BR > Away > July > Century,[Hartmann],"Hartmann adds a removable garment sleeve, ample zippered pockets, nylon tie-down straps, and 1.5 inches of expansion, so it is a solid choice if hanging garments matter, but the organization description is less extensive than Briggs & Riley’s."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,4,July,1,1,4.0,0.25,4,0.4,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,dimensions;expansion;packing_organization;tradeoff_or_limitation,4,0.21052631578947367,0.015861072208786055,0.025,0.18236081093298528,0.0,1,1,213,BR > BR > Away > July > Century,"[July] Hartmann adds a removable garment sleeve, ample zippered pockets, nylon tie-down straps, and 1.5 inches of expansion, so it is a solid choice if hanging garments matter, but the organization description is less extensive than Briggs & Riley’s.","July is also useful for packing because it has a Y-Strap compression system, stain-resistant lining, and a hidden odor-proof laundry bag, but the page provides fewer distinct pocket or compartment details than Briggs & Riley and Away."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,4,Rimowa,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,213,BR > BR > Away > July > Century,,
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,geo_rewrite_2023_2024,1,5,1-5,5,Away,1,2,1.0,1.0,1,1.0,0.3333333333333333,1,1.0,1,1,2,1.0,1.0,0.3333333333333333,1,1.0,1,1,dimensions;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;warranty_trial_return;weight;wheels_mobility,10,0.5263157894736842,0.1848434866746024,0.3188405797101449,0.5567246088528457,0.4666666666666667,11,4,325,Away > Away > BR > July > Century > Rimowa,"[Away] Away is explicitly positioned for 3-5 days, lists 21.7"" x 14.4"" x 9"" exterior measurements including wheels, says it meets carry-on requirements for most major airlines and fits the overhead bin of almost any flight, includes a TSA-approved combination lock, offers free returns and exchanges on unused items for the first 100 days, and provides a limited warranty covering many functional elements such as the shell, wheels, handles, and zippers. [Away] Briggs & Riley gives the strongest warranty confidence because its lifetime guarantee says repairs are free for life even for airline damage and no proof of purchase is needed, but its 22"" x 14"" x 9-11.5"" expandable dimensions, 10 lb weight, and wording that it fits most US overhead bins make it feel a little less universally low-risk for tight carry-on limits.","For best overall purchase confidence across size, lock/security, warranty or trial, and travel limitations, I would choose Away as the safest all-around recommendation. Away is explicitly positioned for 3-5 days, lists 21.7"" x 14.4"" x 9"" exterior measurements including wheels, says it meets carry-on requirements for most major airlines and fits the overhead bin of almost any flight, includes a TSA-approved combination lock, offers free returns and exchanges on unused items for the first 100 days, and provides a limited warranty covering many functional elements such as the shell, wheels, handles, and zippers."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,5,BR,1,1,3.0,0.3333333333333333,3,0.6,0.16666666666666666,2,0.8,0,1,1,3.0,0.3333333333333333,0.16666666666666666,2,0.8,2,0,electronics_convenience;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.05011950993352904,0.038461538461538464,0.218424711703305,0.14285714285714285,4,3,325,Away > Away > BR > July > Century > Rimowa,"[Briggs & Riley] July is a very close contender because it lists carry-on approval for all International standards, an integrated TSA lock, lifetime warranty on manufacturing faults, 100-day returns for unpersonalised items, and free US shipping, but the page also notes that the power bank does not carry China’s 3C certification.","Briggs & Riley gives the strongest warranty confidence because its lifetime guarantee says repairs are free for life even for airline damage and no proof of purchase is needed, but its 22"" x 14"" x 9-11.5"" expandable dimensions, 10 lb weight, and wording that it fits most US overhead bins make it feel a little less universally low-risk for tight carry-on limits."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,5,Century,1,1,5.0,0.2,5,0.2,0.16666666666666666,4,0.4,0,1,1,5.0,0.2,0.16666666666666666,4,0.4,4,0,capacity_volume;comparison_ready_evidence;dimensions;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,8,0.42105263157894735,0.037991741678756165,0.04918032786885246,0.2225192571652019,0.2,3,2,325,Away > Away > BR > July > Century > Rimowa,"[Hartmann] RIMOWA has TSA-approved locks, a 30-day unused and undamaged return policy, and a lifetime guarantee, but the provided text does not state weight or capacity and its 21.7"" x 15.8"" x 9.1"" dimensions appear wider than several other options in the provided pages, so I would want more airline-fit detail before calling it the safest purchase.","Hartmann has a TSA lock, 1.5"" expansion, 22"" x 14"" x 9"" dimensions, 7.3 lb weight, and a limited 10-year global warranty, but its own page cautions that carry-on size and weight allowances vary by airline."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,5,July,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,dimensions;expansion;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.05841528428578247,0.075,0.2299506007168056,0.0,2,2,325,Away > Away > BR > July > Century > Rimowa,"[July] Hartmann has a TSA lock, 1.5"" expansion, 22"" x 14"" x 9"" dimensions, 7.3 lb weight, and a limited 10-year global warranty, but its own page cautions that carry-on size and weight allowances vary by airline.","July is a very close contender because it lists carry-on approval for all International standards, an integrated TSA lock, lifetime warranty on manufacturing faults, 100-day returns for unpersonalised items, and free US shipping, but the page also notes that the power bank does not carry China’s 3C certification."
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/away_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\away_1.txt,one_product_geo_rewrite_against_current,Away,current_2026,1,5,1-5,5,Rimowa,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.13112437022464227,0.0,0.14289154071159513,0.3333333333333333,2,1,325,Away > Away > BR > July > Century > Rimowa,[RIMOWA],"RIMOWA has TSA-approved locks, a 30-day unused and undamaged return policy, and a lifetime guarantee, but the provided text does not state weight or capacity and its 21.7"" x 15.8"" x 9.1"" dimensions appear wider than several other options in the provided pages, so I would want more airline-fit detail before calling it the safest purchase."
