comparison,mode,source_file_current,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_current,question_id,product,cited_current,ref_count_current,first_citation_index,first_citation_score_current,citation_position_proxy_current,citation_position_score_current,citation_share_of_voice_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,brand_mentioned_current,brand_mention_count_current,first_mention_index,first_mention_score_current,mention_share_of_voice_current,mention_position_proxy_current,mention_position_score_current,average_mention_position_proxy_current,top1_mentioned_flag,feature_categories,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,brand_context_sentiment_score_current,brand_context_positive_hits_current,brand_context_negative_hits_current,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,brand_mentioned_baseline,brand_mention_count_baseline,mention_share_of_voice_baseline,citation_share_of_voice_baseline,first_mention_score_baseline,mention_position_proxy_baseline,mention_position_score_baseline,average_mention_position_proxy_baseline,citation_position_proxy_baseline,citation_position_score_baseline,brand_context_sentiment_score_baseline,brand_context_positive_hits_baseline,brand_context_negative_hits_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_current_minus_baseline,delta_top1_cited_share,delta_pais
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,16,BEIS,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,1,1.0,1.0,0.1111111111111111,1,1.0,1,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.06725586451937204,0.15,0.38244240097404986,1.0,3,0,258,BEIS > Travelpro > Delsey > Monos > INUSA > Delsey > Travelpro,"[BEIS]
Travelpro clearly meets the checklist: it is marketed as a carry-on expandable hardside spinner, uses a 100% polycarbonate hard shell, has MagnaTrac self-aligning spinner wheels, has a built-in TSA-approved lock, and lists 45 L of volume.","BEIS clearly meets the checklist: it is marketed as The Carry-On Roller, has a durable hard-shell exterior, smooth-rolling 360° wheels, a TSA-approved lock, and 49-61 L of capacity.",1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.3157894736842105,0.051292668856945674,0.022727272727272728,0.36015885275065546,1.0,2.0,0.25,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01596319566242637,0.12727272727272726,0.0222835482233944,0.0,-1.0,-0.1388888888888889,-0.05714285714285716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0222835482233944
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,17,BEIS,1,3,1.0,1.0,1,1.0,0.375,1,1.0,1,1,3,1.0,1.0,0.3333333333333333,1,1.0,1,1,capacity_volume;electronics_convenience;expansion;lock_security;overhead_bin_or_airline_fit;packing_organization;weight;wheels_mobility,8,0.42105263157894735,0.17118905049334332,0.12727272727272726,0.5875392455053672,1.0,6,0,285,BEIS > BEIS > Delsey > Travelpro > INUSA > Monos > BEIS > Delsey,"[BEIS]
BEIS also keeps useful features with that packing space, including a TSA-approved lock, 360° wheels, expandable space, compression straps, a weight indicator, a retractable bag strap, and multiple pouches for shoes, dirty clothes, undergarments, damp clothing, and valuables. [BEIS]
Delsey is the cleanest lighter-weight alternative: it lists 44 L at 7.74 lbs, or about 5.7 L per lb, and it adds dual-density spinner wheels, a TSA-accepted lock, SECURITECH® zipper, USB port, compression straps, a zippered divider, mesh pockets, and included laundry and shoe bags. [BEIS]
My pick for a more balanced, lighter carry-on with very clear capacity, security, mobility, organization, and travel-use language is Delsey.","Among the product pages that provide both capacity and weight, BEIS offers the strongest reported capacity-to-weight numbers: 49-61 L at 8.36 lbs, which is about 5.9 L per lb unexpanded and about 7.3 L per lb expanded. BEIS also keeps useful features with that packing space, including a TSA-approved lock, 360° wheels, expandable space, compression straps, a weight indicator, a retractable bag strap, and multiple pouches for shoes, dirty clothes, undergarments, damp clothing, and valuables. My pick for most packing space per pound is BEIS, especially for an overpacker who will use the expansion and organization features.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.060754942754030206,0.034482758620689655,0.49977954269478675,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.25,5.0,3.0,baseline_16.txt,16-20,True,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-0.1578947368421053,0.11043410773931311,0.0927899686520376,0.08775970281058043,0.0,1.0,0.0,0.041666666666666685,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,-3.0,0.0,1.0,0.0,0.0,0.08775970281058043
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,18,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0.125,2,0.8,0,1,1,3.0,0.3333333333333333,0.1111111111111111,2,0.8,2,0,durability_protection;electronics_convenience;lock_security;material_shell;packing_organization;wheels_mobility,6,0.3157894736842105,0.0676588771834837,0.061224489795918366,0.2358733436429266,1.0,3,0,372,Travelpro > Travelpro > BEIS > Delsey > INUSA > Monos > Travelpro > Monos,"[BEIS]
Delsey is best for style-focused shoppers who still want practical features because the page emphasizes refined CHATELET AIR styling, a textured basketweave polycarbonate shell with vegan leather trim, Angora color, corner protectors, dual-density spinner wheels, TSA-accepted lock, USB port, antimicrobial lining, laundry bag, and shoe bag.","BEIS is best for overpackers and practical maximalists because the page explicitly says it is perfect for overpackers forced to bring only a carry-on, lists 49-61 L capacity, and includes expandable space, compression straps, a weight indicator, and dedicated pouches for dirty clothes, shoes, undergarments, damp clothing, and valuables.",1.0,2.0,0.3333333333333333,2.0,0.8,0.0,10.0,0.5263157894736842,0.07888373656240531,0.05813953488372093,0.3630941687731094,1.0,1.0,0.16666666666666666,0.2,0.5,2.0,0.8,2.0,3.0,0.6,0.0,4.0,4.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-0.21052631578947367,-0.011224859378921606,0.0030849549121974365,-0.12722082513018282,0.0,0.0,-0.05555555555555555,-0.07500000000000001,-0.16666666666666669,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-4.0,0.0,-1.0,0.0,0.0,-0.12722082513018282
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,19,BEIS,1,1,1.0,1.0,1,1.0,0.16666666666666666,1,1.0,1,1,1,1.0,1.0,0.16666666666666666,1,1.0,1,1,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.02574947602705426,0.038461538461538464,0.3153050908869223,0.1111111111111111,5,4,255,BEIS > Delsey > INUSA > Monos > Travelpro > Travelpro,"[BEIS]
I would not recommend Delsey first for shoppers who need the safest small international carry-on because the page describes the Carry-On Plus as a larger carry-on that fits overhead on most US airlines, while the FAQ says the smaller carry-on fits overhead on most international and US airlines and that size restrictions vary by airline.","I would not recommend BEIS first for an ultralight minimalist or a traveler worried about airline weight limits because it weighs 8.36 lbs, offers a large 49-61 L capacity, is described as perfect for overpackers and practical maximalists, and tells shoppers to check airline weight-limit restrictions.",1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.15789473684210525,0.04681106055726726,0.027777777777777776,0.32844115947987446,1.0,1.0,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,-0.3333333333333333,1.0,2.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.021061584530213003,0.010683760683760687,-0.013136068592952133,0.0,0.0,-0.033333333333333354,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,4.0,2.0,0.0,0.0,0.0,0.0,-0.013136068592952133
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_16.txt,one_product_current,BEIS,current_2026,16,20,16-20,20,BEIS,1,3,3.0,0.3333333333333333,3,0.6,0.23076923076923078,3,0.6,0,1,3,3.0,0.3333333333333333,0.17647058823529413,3,0.6,3,0,capacity_volume;comparison_ready_evidence;dimensions;durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;packing_organization;sustainability;tradeoff_or_limitation;warranty_trial_return;weight,12,0.631578947368421,0.05917479781664085,0.058333333333333334,0.46356741570367904,0.07692307692307693,14,12,369,Travelpro > Delsey > BEIS > BEIS > Monos > Monos > INUSA > INUSA > Travelpro > Delsey > BEIS > Monos > INUSA,"[BEIS]
BEIS is slightly less complete than Travelpro and Delsey for airline-fit comparison because the supplied text tells shoppers to follow airline guidelines and check weight-limit restrictions, but it does not provide the same sizer-bin-tested or “fits most domestic airlines” wording. [BEIS]
Monos has strong trust and product-quality signals, including 4.9 rating, 1,355 reviews, limited lifetime warranty, 100-day trial, free shipping, overhead-bin fit language, polycarbonate shell, TSA-approved lock, premium materials, and interior-organization descriptions. [Travelpro] [Delsey] [BEIS]
The pages that feel less complete or harder to compare are Monos and INUSA, mainly because Monos lacks several concrete specs in the provided text and INUSA lacks capacity plus several buyer-protection and organization details.","BEIS is clear on the major shopper specs because it provides dimensions, material, capacity, weight, hard-shell construction, TSA lock, 360° wheels, expansion, compression, organization, a weight indicator, review volume, and a limited lifetime luggage warranty. BEIS is slightly less complete than Travelpro and Delsey for airline-fit comparison because the supplied text tells shoppers to follow airline guidelines and check weight-limit restrictions, but it does not provide the same sizer-bin-tested or “fits most domestic airlines” wording. The easiest pages for direct pre-purchase comparison are Travelpro first, Delsey second, and BEIS third.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.05500840338643261,0.07692307692307693,0.29183838782978316,1.0,1.0,0.2,0.25,0.3333333333333333,3.0,0.6,3.0,4.0,0.4,0.42857142857142855,5.0,2.0,baseline_16.txt,16-20,True,0.0,1.0,0.08333333333333331,0.0,0.0,0.0,7.0,0.3684210526315789,0.004166394430208241,-0.018589743589743593,0.17172902787389588,0.0,2.0,-0.023529411764705882,-0.019230769230769218,0.0,0.0,0.0,0.0,-1.0,0.19999999999999996,-0.3516483516483516,9.0,10.0,0.0,1.0,0.0,0.0,0.17172902787389588
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,6,BEIS,1,2,1.0,1.0,1,1.0,0.5,1,1.0,1,1,1,1.0,1.0,0.2,1,1.0,1,1,dimensions;handle;overhead_bin_or_airline_fit;tradeoff_or_limitation;trip_length;weight;wheels_mobility,7,0.3684210526315789,0.0761796300530948,0.1956521739130435,0.484934629290558,0.5555555555555556,7,2,171,BEIS > BEIS > Delsey > Delsey,"[BEIS] The main travel-size limitation is that its exterior dimensions are 22.8"" H x 15.7"" W x 9.8"" D including wheels and handle, and the product page recommends adhering to airline guidelines and checking airline weight-limit restrictions. [BEIS] A second good option is the Delsey Chatelet Air 2.0 Carry-On Plus if the 3-5 day trip fit is the top priority, since Delsey says the Carry-On Plus is ideal for 3-5 day trips, fits 5-7 outfits, and is a larger carry-on that fits overhead on most US airlines.","I would recommend the BÉIS Carry-On Roller for a stylish overpacker because it is explicitly described as “Perfect For: Overpackers forced to bring only a carry-on and practical maximalists,” has a sleek design, and expands by 2 inches with a listed capacity of 49-61 L.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,1.0,1.0,0.25,0.3333333333333333,0.25,2.0,0.8,2.0,3.0,0.6,0.0,2.0,2.0,baseline_6.txt,6-10,True,0.0,1.0,0.6666666666666667,-1.0,0.19999999999999996,1.0,7.0,0.3684210526315789,0.0761796300530948,0.1956521739130435,0.33493462929055795,0.0,0.0,-0.04999999999999999,0.16666666666666669,0.75,-1.0,0.19999999999999996,-1.0,-2.0,0.4,0.5555555555555556,5.0,0.0,0.0,1.0,1.0,1.0,0.33493462929055795
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,160,Travelpro > Travelpro > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,8,BEIS,1,1,4.0,0.25,4,0.4,0.16666666666666666,3,0.6,0,1,1,4.0,0.25,0.16666666666666666,3,0.6,3,0,durability_protection;lock_security;warranty_trial_return,3,0.15789473684210525,0.015747263377568117,0.05,0.17556173337726802,0.6666666666666666,5,1,197,INUSA > INUSA > Travelpro > BEIS > Monos > Delsey,"[Travelpro] [BEIS] You may also give up the stronger warranty/return reassurance shown by Monos, which lists a limited lifetime warranty and 100-day trial, and Delsey’s more detailed protection package with patented SECURITECH zipper and shock-absorbing corner protectors.","What you might give up is the richer feature set shown on higher-priced pages: Travelpro lists 2-inch expansion, USB A & C ports, an external battery pocket, aluminum corner guards, a water-resistant pocket, and a 100-day trial, while BÉIS lists 2-inch expandable space and multiple separate pouches for dirty clothes, shoes, undergarments, damp clothing, and valuables.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,1.0,1.0,0.25,-3.0,0.6,0.0,3.0,0.15789473684210525,0.015747263377568117,0.05,0.17556173337726802,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,-3.0,0.6,-3.0,-2.0,0.4,0.6666666666666666,5.0,1.0,1.0,1.0,3.0,0.0,0.17556173337726802
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,9,BEIS,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,5.0,0.2,0.1111111111111111,5,0.2,5,0,,0,0.0,0.0,0.0,0.12333333333333334,0.5,3,1,210,Travelpro > Delsey > Monos > INUSA > BEIS,[BEIS],"BÉIS has useful basic protection features, including a durable hard-sided polycarbonate body, TSA-approved lock, stain resistance, and a weight indicator, but the provided text does not list reinforced corners, special zipper construction, or impact-flex shell details like Travelpro, Delsey, Monos, or INUSA.",1.0,2.0,0.25,4.0,0.4,0.0,6.0,0.3157894736842105,0.026668256871480597,0.0,0.2851582127778049,1.0,2.0,0.2,0.2,0.25,4.0,0.4,4.0,4.0,0.4,0.5,6.0,2.0,baseline_6.txt,6-10,True,0.0,-1.0,-0.04999999999999999,1.0,-0.2,0.0,-6.0,-0.3157894736842105,-0.026668256871480597,0.0,-0.16182487944447155,0.0,-1.0,-0.0888888888888889,0.0,-0.04999999999999999,1.0,-0.2,1.0,1.0,-0.2,0.0,-3.0,-1.0,0.0,-1.0,-1.0,0.0,-0.16182487944447155
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_6.txt,one_product_current,BEIS,current_2026,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,158,Travelpro > Travelpro > Travelpro > Delsey > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,1,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,3.0,0.3333333333333333,0.25,2,0.8,2,0,capacity_volume;dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,5,0.2631578947368421,0.017144647776968114,0.029411764705882353,0.2104722732086444,0.5,6,2,158,Travelpro > Travelpro > Delsey > BEIS,"[Delsey] If you want the largest listed capacity, BEIS offers 49-61 L and expands by two inches, but its page tells shoppers to check airline weight-limit restrictions, so it may require more caution.","Delsey is also a strong 3-5 day option because its page explicitly lists a 3-5 day trip length and 44 L capacity, and describes it as a good fit for overpackers who want extra room.",1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.47368421052631576,0.12454739379350853,0.10465116279069768,0.5020106619492363,1.0,2.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,7.0,2.0,baseline_1.txt,1-5,True,0.0,-1.0,-0.6666666666666667,1.0,-0.19999999999999996,-1.0,-4.0,-0.21052631578947367,-0.10740274601654042,-0.07523939808481533,-0.2915383887405919,0.0,-1.0,-0.25,-0.41666666666666663,-0.6666666666666667,1.0,-0.19999999999999996,1.0,2.0,-0.4,-0.05555555555555558,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-0.2915383887405919
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,2.0,0.5,0.3333333333333333,2,0.8,2,0,durability_protection;lock_security;material_shell;sustainability,4,0.21052631578947367,0.03259869021987845,0.0,0.1986250012018704,1.0,5,0,121,Travelpro > Travelpro > Delsey > Monos,"[Delsey] Monos also makes a strong protection case with an unbreakable aerospace-grade polycarbonate shell, TSA-approved lock, reverse coil YKK zippers, and all-premium materials.","Delsey is a close alternative for security because its patented SECURITECH zip is described as ultra-secure and resistant to intrusion, with corner protection and a TSA-accepted lock.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04457308905629618,0.03571428571428571,0.2274296554052442,1.0,1.0,0.3333333333333333,0.25,0.5,2.0,0.8,2.0,3.0,0.6,1.0,4.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.011974398836417731,-0.03571428571428571,-0.028804654203373803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.028804654203373803
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,3,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,3,0.6,0,1,1,3.0,0.3333333333333333,0.3333333333333333,3,0.6,3,0,tradeoff_or_limitation,1,0.05263157894736842,0.015232319500700281,0.0,0.16357277968961373,0.6,4,1,119,Travelpro > BEIS > Delsey,[Delsey] The product texts do not provide enough real-world testing information to say which suitcase performs best on rough pavement or long outdoor walks.,"Delsey is another good mobility pick because its dual-density wheels and soft-touch handles are described as offering precise, effortless handling through airports and city streets.",1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.09276718362316369,0.0,0.15188677005796608,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,3.0,0.6,3.0,4.0,0.4,1.0,2.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,1.0,0.05263157894736842,-0.07753486412246341,0.0,0.011686009631647648,0.0,0.0,0.0,0.08333333333333331,0.0,0.0,0.0,0.0,-1.0,0.19999999999999996,-0.4,2.0,1.0,0.0,0.0,0.0,0.0,0.011686009631647648
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,4,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,121,BEIS > Travelpro > Monos,,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,1.0,0.05263157894736842,0.02918839274623871,0.041666666666666664,0.17261399433872143,1.0,1.0,0.3333333333333333,0.25,0.5,2.0,0.8,2.0,3.0,0.6,1.0,2.0,0.0,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-1.0,-0.05263157894736842,-0.02918839274623871,-0.041666666666666664,-0.17261399433872143,-1.0,-1.0,-0.3333333333333333,-0.25,-0.5,4.0,-0.8,4.0,3.0,-0.6,-1.0,-2.0,0.0,-1.0,-1.0,-4.0,0.0,-0.17261399433872143
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_1.txt,one_product_current,Delsey,current_2026,1,5,1-5,5,Delsey,1,1,4.0,0.25,4,0.4,0.2,3,0.6,0,1,1,4.0,0.25,0.2,3,0.6,3,0,comparison_ready_evidence;dimensions;lock_security;tradeoff_or_limitation;warranty_trial_return;wheels_mobility,6,0.3157894736842105,0.09314214268051355,0.023255813953488372,0.2186080286993014,0.2,3,2,203,Monos > Travelpro > Travelpro > Delsey > INUSA,"[Delsey] INUSA says it is suitable for most major airlines and has a Travel Sentry-approved TSA lock, but the provided text does not include warranty or return-policy details, and its dimensions exclude wheels, with two inches added to height for overall height.","Delsey provides clear size details, a TSA-accepted lock, a 10-year limited worldwide warranty, and a 30-day unused-merchandise return policy.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.14285714285714285,3.0,0.6,3.0,6.0,0.0,-0.3333333333333333,1.0,2.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-3.0,0.6,0.0,6.0,0.3157894736842105,0.09314214268051355,0.023255813953488372,0.2186080286993014,0.0,0.0,0.1,0.2,0.10714285714285715,0.0,0.0,0.0,-2.0,0.4,0.5333333333333333,2.0,0.0,1.0,1.0,3.0,0.0,0.2186080286993014
01_2023_2024_original_vs_2026_current,one_product_current,delsey_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\delsey_2023vs2026_11.txt,one_product_current,Delsey,current_2026,11,15,11-15,11,Delsey,1,1,6.0,0.16666666666666666,6,0.0,0.125,4,0.4,0,1,2,5.0,0.2,0.2857142857142857,4,0.4,4,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.026929190294554952,0.0,0.14310513630452504,0.0,2,2,342,Monos > Travelpro > Travelpro > BEIS > BEIS > Delsey > INUSA > INUSA,[Delsey] The provided Delsey text does not include specific airline-fit or sizer-bin language.,Delsey may have possible size limitations for strict carriers because it is a Carry-On Plus with exterior dimensions including wheels and handles of 22.75 in. The provided Delsey text does not include specific airline-fit or sizer-bin language.,1.0,2.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.11552371042427019,0.1323529411764706,0.32278224466483335,1.0,2.0,0.2,0.2222222222222222,0.25,3.0,0.6,3.0,4.0,0.4,0.3333333333333333,2.0,1.0,baseline_11.txt,11-15,True,0.0,-1.0,-0.08333333333333334,1.0,-0.19999999999999996,0.0,-4.0,-0.21052631578947367,-0.08859452012971523,-0.1323529411764706,-0.1796771083603083,0.0,0.0,0.08571428571428569,-0.09722222222222221,-0.04999999999999999,1.0,-0.19999999999999996,1.0,2.0,-0.4,-0.3333333333333333,0.0,1.0,0.0,-1.0,-1.0,0.0,-0.1796771083603083
