comparison,mode,source_file,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label,question_id,product,cited,ref_count,first_citation_index,first_citation_score,recommendation_rank_proxy,rank_score_proxy,top1_cited_flag,feature_categories,feature_count,feature_coverage,tfidf_product_answer_similarity,bigram_overlap_product_answer,pais_product_answer_influence_score,answer_word_count,citation_sequence,cited_answer_sentences
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,3,Monos,1,1,5.0,0.2,5,0.2,0,,0,0.0,0.029039968107856546,0.0,0.12914132695490466,153,Travelpro > Delsey > INUSA > BEIS > Monos,[BEIS] [Monos]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,current_2026,1,5,1-5,3,BEIS,1,1,4.0,0.25,4,0.4,0,,0,0.0,0.0,0.0,0.13333333333333333,153,Travelpro > Delsey > INUSA > BEIS > Monos,[BEIS] [Monos]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,3,Travelpro,1,1,1.0,1.0,1,1.0,1,handle;weight;wheels_mobility,3,0.15789473684210525,0.0444602260131267,0.07894736842105263,0.33564643116753756,153,Travelpro > Delsey > INUSA > BEIS > Monos,"[Travelpro] Delsey is another excellent mobility choice because it is described as lightweight and easy to maneuver, with exclusive dual-density double-spinner wheels for smooth maneuverability and a quiet ride, plus ergonomic soft-grip top and side handles."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,3,Delsey,1,1,2.0,0.5,2,0.8,0,comparison_ready_evidence;handle;tradeoff_or_limitation;weight;wheels_mobility,5,0.2631578947368421,0.05462479356624222,0.024390243902439025,0.25054840757931607,153,Travelpro > Delsey > INUSA > BEIS > Monos,"[Delsey] INUSA may be easiest to lift because it is the lightest listed option at 5.9 lbs and has four 360° silent wheels plus top and side ergonomic GEL handles, but its page provides less detail about wheel control than Travelpro."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,3,INUSA,1,1,3.0,0.3333333333333333,3,0.6,0,tradeoff_or_limitation;wheels_mobility,2,0.10526315789473684,0.02684644996187161,0.0,0.1764219215713217,153,Travelpro > Delsey > INUSA > BEIS > Monos,"[INUSA] BÉIS and Monos also mention smooth or quiet wheels and comfortable handles, but Travelpro provides the strongest product-page evidence for control in tight spaces."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,4,Monos,1,1,4.0,0.25,3,0.6,0,cleaning_care;comparison_ready_evidence;durability_protection;packing_organization;tradeoff_or_limitation,5,0.2631578947368421,0.015517868563515821,0.0,0.18906848599340492,183,BEIS > BEIS > Delsey > Monos > Travelpro > INUSA,"[Monos] Travelpro covers the basics well with two zippered divider panels, multiple accessory pockets, and a water-resistant pocket for damp items or toiletries, while INUSA only mentions lining and tie-down straps, so the INUSA page does not provide enough organization detail to rank it highly here."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,current_2026,1,5,1-5,4,BEIS,1,2,1.0,1.0,1,1.0,1,lock_security;packing_organization,2,0.10526315789473684,0.09153773104409584,0.18518518518518517,0.43380462223221106,183,BEIS > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] It also has a detachable compression flap with a U-zip pocket, mesh backing, and four-point compression straps, which should help keep clothes organized and compressed. [BEIS] Delsey is a strong runner-up because it has dual compartments, compression cross straps, a zippered divider, mesh zippered pockets, and included laundry and shoe bags."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,4,Travelpro,1,1,5.0,0.2,4,0.4,0,,0,0.0,0.022793707075450174,0.0,0.12789207474842337,183,BEIS > BEIS > Delsey > Monos > Travelpro > INUSA,[Travelpro] [INUSA]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,4,Delsey,1,1,3.0,0.3333333333333333,2,0.8,0,packing_organization,1,0.05263157894736842,0.02565881665537555,0.043478260869565216,0.17217981825098358,183,BEIS > BEIS > Delsey > Monos > Travelpro > INUSA,"[Delsey] Monos also organizes well with a zipped panel for shoes and other items, a compression pad, ballistic nylon straps, and generously sized pockets."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,4,INUSA,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.027701571482725576,0.0,0.12220698096321178,183,BEIS > BEIS > Delsey > Monos > Travelpro > INUSA,[Travelpro] [INUSA]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,5,Monos,1,2,3.0,0.3333333333333333,2,0.8,0,capacity_volume;dimensions;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,7,0.3684210526315789,0.051731426279674975,0.04285714285714286,0.3237924005441556,305,Travelpro > Travelpro > Monos > Monos > Delsey > BEIS > INUSA,"[Monos] However, the Monos page text provided does not include exact dimensions, weight, or volume, so Travelpro gives more complete purchase-check information from the supplied product pages. [Monos] Delsey also gives good confidence with exact size, 44 L volume, TSA-accepted lock, 10-year warranty language, and a note that it meets carry-on requirements for most domestic airlines, but it also says size and weight restrictions vary by airline."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,current_2026,1,5,1-5,5,BEIS,1,1,6.0,0.16666666666666666,4,0.4,0,lock_security;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.031365277117477185,0.07692307692307693,0.16605713099704472,305,Travelpro > Travelpro > Monos > Monos > Delsey > BEIS > INUSA,"[BEIS] INUSA has a TSA-approved lock and is described as suitable for most major airlines, but the provided page does not include warranty or trial information."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,5,Travelpro,1,2,1.0,1.0,1,1.0,1,expansion;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,5,0.2631578947368421,0.12080275923770983,0.25,0.48095879746157705,305,Travelpro > Travelpro > Monos > Monos > Delsey > BEIS > INUSA,"[Travelpro] The key limitation is that Travelpro says the fully expanded carry-on may not meet airline restrictions, so expansion should be treated as useful but not always flight-safe. [Travelpro] Monos gives very strong confidence for broad carry-on fit because its page says the bag is designed to fit in the overhead bin of almost any flight anywhere in the world, and it also includes a TSA-approved lock, a limited lifetime warranty, and a 100-day trial."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,5,Delsey,1,1,5.0,0.2,3,0.6,0,capacity_volume;lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return;weight,6,0.3157894736842105,0.07094914194080523,0.12121212121212122,0.21886287464015466,305,Travelpro > Travelpro > Monos > Monos > Delsey > BEIS > INUSA,"[Delsey] BÉIS has strong capacity, TSA lock, limited lifetime luggage warranty, and a weight indicator, but its page says shoppers should check airline guidelines and does not provide a trial policy in the provided text."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_1.txt,one_product_current,BEIS,original_2023_2024,1,5,1-5,5,INUSA,1,1,7.0,0.14285714285714285,5,0.2,0,,0,0.0,0.06163624144428317,0.0,0.12423201019361853,305,Travelpro > Travelpro > Monos > Monos > Delsey > BEIS > INUSA,[INUSA]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,11,Monos,1,1,1.0,1.0,1,1.0,1,,0,0.0,0.01576300053414304,0.0,0.28648593344016193,326,Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA > INUSA,[Monos] Travelpro also looks relatively safe for U.S.
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,current_2026,11,15,11-15,11,BEIS,1,1,6.0,0.16666666666666666,4,0.4,0,dimensions,1,0.05263157894736842,0.0,0.0,0.12719298245614036,326,Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA > INUSA,[BEIS] INUSA has possible size limitations because its listed 20-inch size is 13.78 in.
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,11,Travelpro,1,2,2.0,0.5,2,0.8,0,overhead_bin_or_airline_fit;tradeoff_or_limitation,2,0.10526315789473684,0.0937712235029499,0.20689655172413793,0.33750802570482474,326,Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA > INUSA,"[Travelpro] The main Travelpro limitation is that the fully expanded carry-on may not meet airline restrictions. [Travelpro]

Delsey has a possible size limitation for stricter airlines because this is the Carry-On Plus: the page says it is sized for overhead compartments on most domestic airlines, while the FAQ says the smaller Carry-On fits most international and U.S."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,11,Delsey,1,2,4.0,0.25,3,0.6,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.11338171314044238,0.21875,0.31426077245264994,326,Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA > INUSA,[Delsey] Delsey also warns that size and weight restrictions vary by airline and tells shoppers to check the airline. [Delsey] BEIS has possible size limitations because its exterior dimensions are 22.8 in.
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,11,INUSA,1,2,7.0,0.14285714285714285,5,0.2,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;wheels_mobility,4,0.21052631578947367,0.04938768991227387,0.15384615384615385,0.2702978194553678,326,Monos > Travelpro > Travelpro > Delsey > Delsey > BEIS > INUSA > INUSA,"[INUSA] INUSA does say it is suitable for most major airlines, but the wheel-excluded height makes it important to double-check the exact airline sizer. [INUSA]"
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,12,Monos,1,1,6.0,0.16666666666666666,5,0.2,0,,0,0.0,0.06461418576726963,0.0,0.1295895038201206,196,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,[Monos]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,current_2026,11,15,11-15,12,BEIS,1,1,3.0,0.3333333333333333,2,0.8,0,cleaning_care;durability_protection,2,0.10526315789473684,0.014020396993339875,0.0,0.17385671097761535,196,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,"[BEIS] INUSA mentions a micro-diamond finish with water- and scratch-resistant qualities, along with hard-flex construction for strength and durability."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,12,Travelpro,1,2,1.0,1.0,1,1.0,1,cleaning_care;dimensions;durability_protection;packing_organization,4,0.21052631578947367,0.06417122965590678,0.2619047619047619,0.46089189004145714,196,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,"[Travelpro] Travelpro also includes an interior water-resistant pocket for damp items or toiletries. [Travelpro]

BEIS is also promising for easy care because the feature highlights list stain resistance, the care instructions say “Spot Clean,” and the interior includes an easy-to-clean lining."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,12,Delsey,1,1,5.0,0.2,4,0.4,0,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.01846094758193323,0.030303030303030304,0.18420255634254296,196,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,"[Delsey] Monos mentions an unbreakable aerospace-grade polycarbonate shell and premium materials, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean care, or a protective finish."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,12,INUSA,1,1,4.0,0.25,3,0.6,0,cleaning_care;durability_protection;material_shell;tradeoff_or_limitation,4,0.21052631578947367,0.03666327459656803,0.021739130434782608,0.18603212097575908,196,Travelpro > Travelpro > BEIS > INUSA > Delsey > Monos,"[INUSA] Delsey mentions a textured basketweave polycarbonate shell, shock-absorbing corner protectors that safeguard against wear and tear, and an antimicrobial lining for odor control, but the provided text does not specifically say the shell is stain-resistant, scuff-resistant, scratch-resistant, water-resistant, or wipe-clean."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,13,Monos,1,2,3.0,0.3333333333333333,2,0.8,0,dimensions;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.036374813950939576,0.0392156862745098,0.2991222280120661,202,Delsey > Delsey > Monos > BEIS > Monos > BEIS > Travelpro > INUSA,"[Monos] BEIS gives limited responsible-material information because its material list includes vegan leather trim, and it also describes a durable hard-shell exterior and polycarbonate body. [Monos] [BEIS] Travelpro and INUSA do not provide concrete sustainability-related information in the provided product-page text, though both describe durability-related materials or construction."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,current_2026,11,15,11-15,13,BEIS,1,2,4.0,0.25,3,0.6,0,comparison_ready_evidence;durability_protection;sustainability;tradeoff_or_limitation,4,0.21052631578947367,0.02035990005318498,0.04838709677419355,0.2701019743513275,202,Delsey > Delsey > Monos > BEIS > Monos > BEIS > Travelpro > INUSA,"[BEIS] The sustainability evidence for Monos and BEIS is weaker than Delsey because vegan leather trim or details are narrow material claims and the provided text does not give recycled content, sourcing details, certifications, or environmental impact information. [Monos] [BEIS] Travelpro and INUSA do not provide concrete sustainability-related information in the provided product-page text, though both describe durability-related materials or construction."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,13,Travelpro,1,1,7.0,0.14285714285714285,4,0.4,0,,0,0.0,0.022793707075450174,0.0,0.11646350331985193,202,Delsey > Delsey > Monos > BEIS > Monos > BEIS > Travelpro > INUSA,[Travelpro] [INUSA]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,13,Delsey,1,2,1.0,1.0,1,1.0,1,comparison_ready_evidence;durability_protection;material_shell;sustainability;tradeoff_or_limitation;warranty_trial_return,6,0.3157894736842105,0.0673591102140763,0.08333333333333333,0.45579638344632406,202,Delsey > Delsey > Monos > BEIS > Monos > BEIS > Travelpro > INUSA,"[Delsey] The evidence is still incomplete because the provided text does not say which parts are recycled, what percentage is recycled, or whether there is any certification. [Delsey]

Monos gives limited responsible-material information because it mentions vegan leather details, and it also supports durability with an unbreakable aerospace-grade polycarbonate shell, reverse-coil YKK zippers, and a limited lifetime warranty."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,13,INUSA,1,1,8.0,0.125,5,0.2,0,,0,0.0,0.027701571482725576,0.0,0.11387364762987845,202,Delsey > Delsey > Monos > BEIS > Monos > BEIS > Travelpro > INUSA,[Travelpro] [INUSA]
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,original_2023_2024,11,15,11-15,14,Monos,1,1,4.0,0.25,4,0.4,0,handle;lock_security;wheels_mobility,3,0.15789473684210525,0.05661597017524937,0.07142857142857142,0.18694976045109,215,BEIS > Travelpro > Delsey > Monos > INUSA,"[Monos] INUSA covers basic convenience with 360-degree silent spinner wheels, a built-in TSA-approved lock, top and side GEL handles, four side studs, and tie-down straps."
01_2023_2024_original_vs_2026_current,one_product_current,beis_2023vs2026_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\01_2023_2024_original_vs_2026_current\beis_2023vs2026_11.txt,one_product_current,BEIS,current_2026,11,15,11-15,14,BEIS,1,1,1.0,1.0,1,1.0,1,electronics_convenience;packing_organization,2,0.10526315789473684,0.009086398467130573,0.0,0.3062032446057068,215,BEIS > Travelpro > Delsey > Monos > INUSA,"[BEIS] Travelpro is the best convenience pick if phone charging is the priority because it includes external USB-A and USB-C fast-charge ports plus a dedicated external-access battery pocket for FAA-compliant power-bank storage, although the power bank is not included."
