comparison,mode,source_file_current,source_path,run_type,focal_current_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_current,question_id,product,cited_current,ref_count_current,first_citation_index,first_citation_score_current,citation_position_proxy_current,citation_position_score_current,citation_share_of_voice_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,brand_mentioned_current,brand_mention_count_current,first_mention_index,first_mention_score_current,mention_share_of_voice_current,mention_position_proxy_current,mention_position_score_current,average_mention_position_proxy_current,top1_mentioned_flag,feature_categories,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,brand_context_sentiment_score_current,brand_context_positive_hits_current,brand_context_negative_hits_current,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,brand_mentioned_baseline,brand_mention_count_baseline,mention_share_of_voice_baseline,citation_share_of_voice_baseline,first_mention_score_baseline,mention_position_proxy_baseline,mention_position_score_baseline,average_mention_position_proxy_baseline,citation_position_proxy_baseline,citation_position_score_baseline,brand_context_sentiment_score_baseline,brand_context_positive_hits_baseline,brand_context_negative_hits_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_current_minus_baseline,delta_top1_cited_share,delta_pais
01_2023_2024_original_vs_2026_current,one_product_current,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_16.txt,one_product_current,Away,current_2026,16,20,16-20,16,Away,1,1,1.0,1.0,1,1.0,0.14285714285714285,1,1.0,1,1,1,1.0,1.0,0.125,1,1.0,1,1,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.08737136909408723,0.125,0.3721891860995192,1.0,7,0,266,Away > July > July > Rimowa > Rimowa > Century > BR,"[Away]
July is also a strong checklist match in practical terms because it is a Carry On designed for cabin use, has a 42 L capacity, an aerospace-grade German polycarbonate shell, SilentMove 360° spinner wheels, and an integrated TSA lock.","Away is the clearest full checklist match: it is marketed as The Carry-On, has a durable lightweight 100% polycarbonate hard shell, premium 360 smooth-gliding wheels, a TSA-approved combination lock, and 41 L of capacity.",1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.2631578947368421,0.031342603562265425,0.075,0.3534834329931548,1.0,2.0,0.2,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0560287655318218,0.05,0.018705753106364353,0.0,-1.0,-0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.018705753106364353
01_2023_2024_original_vs_2026_current,one_product_current,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_16.txt,one_product_current,Away,current_2026,16,20,16-20,17,Away,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,6.0,0.16666666666666666,0.125,3,0.6,3,0,capacity_volume;expansion;packing_organization;price_value;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,8,0.42105263157894735,0.030629407561884935,0.05660377358490566,0.2488269738659023,1.0,2,0,258,Rimowa > July > Away > BR > Century,"[Away]
Briggs & Riley has the biggest stated maximum capacity, 37-48 L, but at 10 lb its ratio is lower, about 3.7-4.8 L per pound; it may still be attractive if you value compression/expansion, a garment folder, front pockets, PowerPocket, spinner wheels, and the lifetime guarantee more than low weight.","Away is a very balanced all-around option rather than the pure capacity-to-weight winner: it lists 41 L at 7.5 lb, or about 5.5 L per pound, and adds a hard shell, TSA-approved lock, 360 wheels, compression system, mesh pockets, hanging pocket, laundry bag, and 100-day returns.",1.0,2.0,0.3333333333333333,3.0,0.6,0.0,8.0,0.42105263157894735,0.040410579261428346,0.022222222222222223,0.32895930883474184,1.0,2.0,0.16666666666666666,0.25,0.14285714285714285,3.0,0.6,3.0,3.0,0.6,0.6,8.0,2.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009781171699543411,0.034381551362683435,-0.08013233496883954,0.0,-1.0,-0.04166666666666666,-0.04999999999999999,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.4,-6.0,-2.0,0.0,-1.0,0.0,0.0,-0.08013233496883954
01_2023_2024_original_vs_2026_current,one_product_current,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_16.txt,one_product_current,Away,current_2026,16,20,16-20,18,Away,1,2,1.0,1.0,1,1.0,0.15384615384615385,1,1.0,1,1,3,1.0,1.0,0.12,1,1.0,1,1,capacity_volume;durability_protection;expansion;handle;material_shell;overhead_bin_or_airline_fit;packing_organization;price_value;warranty_trial_return;wheels_mobility,10,0.5263157894736842,0.0679431813531097,0.03409090909090909,0.49063209719566186,0.42857142857142855,5,2,342,Away > July > BR > Away > Century > BR > Rimowa > BR > July > Century > Century > Rimowa > Rimowa,"[Away]
For overpackers, July and Briggs & Riley are the better targeted picks: July gives 42 L in a hard-shell cabin carry-on with Y-Strap compression, while Briggs & Riley expands from 37 L to 48 L with CX compression-expansion. [Away] [Hartmann] [Briggs & Riley] [RIMOWA]
For frequent flyers, Briggs & Riley is best matched to business-heavy travel because it has a built-in garment folder, premium garment panels, flat-packing Outsider handle, self-repairing YKK zippers, 360° shock-absorbing spinner wheels, multiple grab handles, and a no-receipt lifetime repair guarantee.","The safest default choice for a first serious carry-on is Away because it clearly checks the mainstream carry-on boxes: hard polycarbonate shell, 41 L capacity, 7.5 lb weight, 360 wheels, TSA-approved lock, compression, interior organization, laundry bag, 100-day returns, LifetimeCare coverage, and airline-fit language for most major airlines. For budget shoppers, Away looks like the safest value among the pages with prices because it is listed at $275, while Hartmann is $370, Briggs & Riley is $699, and RIMOWA is $700; the provided July page does not include a price, so it cannot be compared on price from the supplied text.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.043044776289138234,0.02702702702702703,0.49511914966275894,1.0,2.0,0.11764705882352941,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,5.0,2.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.052631578947368474,0.024898405063971465,0.00706388206388206,-0.004487052467097075,0.0,1.0,0.0023529411764705854,-0.02797202797202797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004487052467097075
01_2023_2024_original_vs_2026_current,one_product_current,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_16.txt,one_product_current,Away,current_2026,16,20,16-20,19,Away,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.14285714285714285,1,1.0,1,1,material_shell;weight,2,0.10526315789473684,0.05856452661401208,0.10810810810810811,0.3323150864512993,-1.0,0,3,210,Away > BR > Century > July > Rimowa,"[Away]
Briggs & Riley may be weaker for shoppers who specifically want a hard-shell suitcase or a lighter bag because the page lists ballistic nylon fabric rather than polycarbonate or another hard shell, and the bag weighs 10 lb.","Away may be weaker for heavy packers or longer trips because the page positions The Carry-On for 3-5 day trips and 5-7 outfits, and it says customers often prefer The Bigger Carry-On when deciding between sizes.",1.0,1.0,0.16666666666666666,5.0,0.2,0.0,0.0,0.0,0.05134042208591267,0.0,0.12693475108384922,1.0,2.0,0.2857142857142857,0.16666666666666666,0.16666666666666666,5.0,0.2,5.0,6.0,0.0,0.0,3.0,3.0,baseline_16.txt,16-20,True,0.0,0.0,0.8333333333333334,-4.0,0.8,1.0,2.0,0.10526315789473684,0.0072241045280994134,0.10810810810810811,0.2053803353674501,0.0,-1.0,-0.14285714285714285,0.033333333333333354,0.8333333333333334,-4.0,0.8,-4.0,-5.0,1.0,-1.0,-3.0,0.0,0.0,0.0,4.0,1.0,0.2053803353674501
01_2023_2024_original_vs_2026_current,one_product_current,away_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_16.txt,one_product_current,Away,current_2026,16,20,16-20,20,Away,1,3,1.0,1.0,1,1.0,0.2,1,1.0,1,1,3,1.0,1.0,0.21428571428571427,1,1.0,1,1,capacity_volume;comparison_ready_evidence;dimensions;expansion;lock_security;overhead_bin_or_airline_fit;packing_organization;price_value;sustainability;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,13,0.6842105263157895,0.09919154564827908,0.06349206349206349,0.6162042239166232,0.4117647058823529,12,5,393,Away > Away > BR > BR > July > July > Century > Century > Rimowa > Rimowa > Away > BR > July > Century > Rimowa,"[Away] It also gives useful buyer caveats by saying airline compatibility can change and that travelers should check the operating airline. [Away]
Briggs & Riley is also highly detailed because it gives price, domestic carry-on positioning, expandable capacity range, weight, dimensions, material, spinner wheels, lock type, Travel Sentry approval, garment features, exterior pockets, PowerPocket, zippers, handles, and lifetime repair guarantee. [Away] [Briggs & Riley] [July] [Hartmann] [RIMOWA]","Away provides one of the clearest product pages because it gives price, reviews, carry-on positioning, airline-fit language, shell material, wheel type, TSA-approved lock, capacity, weight, measurements, trip length, outfit estimate, organization details, durability testing, returns, and warranty coverage. It is a little harder to compare directly because the supplied page uses gallons rather than liters, says Cabin rather than explicitly carry-on, and provides fewer concrete packing-capacity and travel-fit caveats than pages like Away or Hartmann. Overall, Away and Briggs & Riley provide the most complete comparison pages, July is strong but missing price in the supplied text, Hartmann is useful but missing capacity, and RIMOWA is premium and spec-based but less comparison-friendly for shoppers who want carry-on wording and liter capacity without conversion.",1.0,2.0,1.0,1.0,1.0,1.0,14.0,0.7368421052631579,0.10038943039191774,0.045454545454545456,0.5409311556158637,1.0,3.0,0.21428571428571427,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,8.0,4.0,baseline_16.txt,16-20,True,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.05263157894736836,-0.0011978847436386608,0.018037518037518033,0.07527306830075953,0.0,0.0,0.0,0.033333333333333354,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,4.0,1.0,0.0,1.0,0.0,0.0,0.07527306830075953
01_2023_2024_original_vs_2026_current,one_product_current,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_6.txt,one_product_current,Away,current_2026,6,10,6-10,6,Away,1,1,3.0,0.3333333333333333,3,0.6,0.3333333333333333,2,0.8,0,1,1,4.0,0.25,0.25,2,0.8,2,0,,0,0.0,0.1025739058683091,0.0,0.1705147811736618,0.3333333333333333,2,1,128,Century > Century > Away,[Away],"If you want the product page to explicitly match a 3–5 day trip, Away’s Carry-On is the safer size-specific pick because it is marketed for 3–5 day trips, 5–7 outfits, 41L capacity, and overhead-bin fit on most major airlines, but it does not advertise expansion.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.023074255325121296,0.0,0.15461485106502426,1.0,1.0,0.25,0.25,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,0.3333333333333333,2.0,1.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0794996505431878,0.0,0.01589993010863755,0.0,0.0,0.0,0.08333333333333331,-0.08333333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01589993010863755
01_2023_2024_original_vs_2026_current,one_product_current,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_6.txt,one_product_current,Away,current_2026,6,10,6-10,7,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,153,BR > BR > BR > BR,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_6.txt,one_product_current,Away,current_2026,6,10,6-10,8,Away,1,2,1.0,1.0,1,1.0,0.25,1,1.0,1,1,2,1.0,1.0,0.18181818181818182,1,1.0,1,1,dimensions;electronics_convenience;expansion;overhead_bin_or_airline_fit;price_value;tradeoff_or_limitation;weight;wheels_mobility,8,0.42105263157894735,0.04021596235669813,0.05405405405405406,0.4670284935619039,0.0,2,2,186,Away > Rimowa > Century > Away > Rimowa > Century > July > July,"[Away] It is not the absolute lightest: RIMOWA’s Essential Lite Cabin is 4.9 lbs but costs $700, while Hartmann is 7.3 lbs at $370 and Away is 7.5 lbs. [RIMOWA] [Hartmann] [Away] Compared with higher-priced options, you may give up features such as RIMOWA’s ultra-light weight and Multiwheel system, Hartmann’s 1.5-inch expansion and integrated USB port, and July’s ejectable USB/USB-C battery and reinforced bumpers.","The best budget-conscious hard-shell pick appears to be Away’s Carry-On: at $275, it is the lowest-priced hard-shell option with a stated price in the provided pages, and it has a 100% polycarbonate shell, 360 smooth-gliding wheels, a TSA-approved combination lock, and interior organization with mesh pockets plus a hanging pocket. It is not the absolute lightest: RIMOWA’s Essential Lite Cabin is 4.9 lbs but costs $700, while Hartmann is 7.3 lbs at $370 and Away is 7.5 lbs.",1.0,2.0,1.0,1.0,1.0,1.0,7.0,0.3684210526315789,0.04214006675665839,0.0625,0.4581538905443142,1.0,2.0,0.2,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,5.0,3.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05263157894736842,-0.0019241043999602622,-0.008445945945945943,0.008874603017589688,0.0,0.0,-0.018181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-3.0,-1.0,0.0,0.0,0.0,0.0,0.008874603017589688
01_2023_2024_original_vs_2026_current,one_product_current,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_6.txt,one_product_current,Away,current_2026,6,10,6-10,9,Away,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,2,2.0,0.5,0.2857142857142857,2,0.8,2,0,durability_protection;lock_security;material_shell;overhead_bin_or_airline_fit;tradeoff_or_limitation,5,0.2631578947368421,0.04054259542896871,0.08163265306122448,0.25631832932567916,0.5,3,1,196,July > Away > BR > Century > Rimowa,"[Away] Briggs & Riley is not a hard-shell option, but it is one of the strongest protection/security pages overall because it lists ballistic nylon that resists wear, impact-resistant corner guards, self-repairing YKK zippers, a TSA-approved combination cable lock, and Travel Sentry access for inspection and relocking.","Away also stands out because it lists a 100% polycarbonate shell, ergonomic reverse-coil zippers for extra security, a TSA-approved combination lock, and durability testing that includes wheel travel, zipper cycling, loaded drop tests at 10°F, and handle pulls up to 60 lbs. Hartmann adds a durable 100% polycarbonate shell and recessed TSA lock, but its page provides fewer rough-handling details than July or Away.",1.0,1.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.027069157651666422,0.07407407407407407,0.21301617071161982,1.0,1.0,0.1111111111111111,0.125,0.25,3.0,0.6,3.0,4.0,0.4,0.0,2.0,2.0,baseline_6.txt,6-10,True,0.0,0.0,0.25,-1.0,0.20000000000000007,0.0,-1.0,-0.05263157894736842,0.013473437777302286,0.007558578987150413,0.04330215861405934,0.0,1.0,0.1746031746031746,0.07500000000000001,0.25,-1.0,0.20000000000000007,-1.0,-2.0,0.4,0.5,1.0,-1.0,0.0,0.0,1.0,0.0,0.04330215861405934
01_2023_2024_original_vs_2026_current,one_product_current,away_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\away_6.txt,one_product_current,Away,current_2026,6,10,6-10,10,Away,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,3.0,0.3333333333333333,0.125,2,0.8,2,0,,0,0.0,0.0,0.0,0.0,0.0,1,1,191,BR > BR > Century > July,,"The Briggs & Riley Baseline Essential 22"" Carry-On Expandable Spinner seems most useful for business or tech-heavy travel because it combines a PowerPocket for a battery pack and cell phone, an exterior pocket for essentials at security checkpoints, a large front pocket, a hide-away ID tag, and two mesh-lid zip pockets for accessories.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04118482427959061,0.075,0.23264485959276024,1.0,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,0.0,2.0,2.0,baseline_6.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-6.0,-0.3157894736842105,-0.04118482427959061,-0.075,-0.23264485959276024,0.0,0.0,-0.04166666666666666,-0.16666666666666666,0.0,0.0,0.0,0.0,3.0,-0.6,0.0,-1.0,-1.0,-1.0,-1.0,-4.0,0.0,-0.23264485959276024
01_2023_2024_original_vs_2026_current,one_product_current,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_1.txt,one_product_current,BR,current_2026,1,5,1-5,1,BR,1,1,4.0,0.25,4,0.4,0.25,3,0.6,0,1,2,3.0,0.3333333333333333,0.5,3,0.6,3,0,,0,0.0,0.03221375981725737,1.0,0.2897760852967848,0.3333333333333333,2,1,192,Away > Away > July > BR,[Briggs & Riley],"Briggs & Riley is the best choice if you need more flexible capacity or formalwear care, because it expands from 37 to 48 L and includes CX compression plus a garment carrier, but it weighs 10 lb and expands from 9 to 11.5 in deep, so it may be less simple for strict carry-on situations.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,1.0,1.0,0.25,-3.0,0.6,0.0,0.0,0.0,0.03221375981725737,1.0,0.2897760852967848,1.0,2.0,0.5,0.25,0.3333333333333333,-3.0,0.6,-3.0,-2.0,0.4,0.3333333333333333,2.0,1.0,1.0,1.0,3.0,0.0,0.2897760852967848
01_2023_2024_original_vs_2026_current,one_product_current,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_1.txt,one_product_current,BR,current_2026,1,5,1-5,2,BR,1,2,2.0,0.5,2,0.8,0.4,2,0.8,0,1,2,2.0,0.5,0.4,2,0.8,2,0,durability_protection;material_shell;warranty_trial_return;weight;wheels_mobility,5,0.2631578947368421,0.034911759856123104,0.05194805194805195,0.3340728053774675,0.75,7,1,173,July > BR > July > BR > Away,"[July] [Briggs & Riley]
July seems strongest for hard-shell impact protection because the page describes a 100% aerospace-grade German polycarbonate shell, a curved eggshell design that minimizes damage, anodized aluminum bumpers for hard drops, reinforced bumpers, and YKK Japanese zippers. [Briggs & Riley]
Away also makes a solid durability case with a lightweight durable 100% polycarbonate shell that the page says was rigorously tested and designed to withstand harsh conditions, with a limited warranty covering shell, wheels, handles, zippers, and other functional elements.","For durability and protection, I would put July and Briggs & Riley at the top, for different reasons. Briggs & Riley seems strongest for long-term damage support because the page lists premium ultra-durable ballistic nylon, impact-resistant corner guards, self-repairing YKK zippers, and a lifetime guarantee that says the company will repair damage even if an airline caused it, free of charge and with no proof of purchase needed.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.06353184887173624,1.0,0.31270636977434724,1.0,1.0,0.5,0.3333333333333333,0.5,2.0,0.8,2.0,3.0,0.6,1.0,1.0,0.0,baseline_1.txt,1-5,True,0.0,1.0,0.16666666666666669,0.0,0.0,0.0,5.0,0.2631578947368421,-0.028620089015613137,-0.948051948051948,0.021366435603120237,0.0,1.0,-0.09999999999999998,0.06666666666666671,0.0,0.0,0.0,0.0,-1.0,0.20000000000000007,-0.25,6.0,1.0,0.0,1.0,0.0,0.0,0.021366435603120237
01_2023_2024_original_vs_2026_current,one_product_current,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_1.txt,one_product_current,BR,current_2026,1,5,1-5,3,BR,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,162,Rimowa > Rimowa > July > Away,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01_2023_2024_original_vs_2026_current,one_product_current,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_1.txt,one_product_current,BR,current_2026,1,5,1-5,4,BR,1,1,1.0,1.0,1,1.0,0.25,1,1.0,1,1,3,1.0,1.0,0.42857142857142855,1,1.0,1,1,cleaning_care;durability_protection;packing_organization,3,0.15789473684210525,0.03673555489392636,0.04081632653061224,0.3283818406601315,1.0,2,0,159,BR > Away > July > Century,"[Briggs & Riley]
Away is the best alternative if shoes, laundry, and simple separation matter most because the page describes one compartment for clothes, one for bulkier items such as shoes and toiletries, a double-buckle compression pad, three mesh pockets, one hanging pocket, and a water-resistant drawstring laundry bag.","Briggs & Riley seems best for packing organization if you want the most packing features in one bag: it has CX expansion/compression, a flat interior from the exterior-mounted Outsider handle, an integrated garment carrier, cinch-down garment panels, two mesh-lid zip pockets, a SpeedThru pocket, a PowerPocket, and a large front pocket.",1.0,1.0,0.5,2.0,0.8,0.0,3.0,0.15789473684210525,0.045243020463116776,0.0625,0.23333588479437775,1.0,2.0,0.4,0.3333333333333333,0.5,2.0,0.8,2.0,2.0,0.8,0.0,1.0,1.0,baseline_1.txt,1-5,True,0.0,0.0,0.5,-1.0,0.19999999999999996,1.0,0.0,0.0,-0.008507465569190416,-0.02168367346938776,0.09504595586575373,0.0,1.0,0.028571428571428525,-0.08333333333333331,0.5,-1.0,0.19999999999999996,-1.0,-1.0,0.19999999999999996,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.09504595586575373
01_2023_2024_original_vs_2026_current,one_product_current,br_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_1.txt,one_product_current,BR,current_2026,1,5,1-5,5,BR,1,1,3.0,0.3333333333333333,3,0.6,0.2,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,lock_security;overhead_bin_or_airline_fit;tradeoff_or_limitation;warranty_trial_return,4,0.21052631578947367,0.050543013421807954,0.06451612903225806,0.21189128519709502,0.0,3,3,252,Away > July > BR > Century > Rimowa,"[Briggs & Riley]
Hartmann provides a TSA lock and 10-year limited global warranty, but its page warns that carry-on allowances vary by airline and an overstuffed bag may not be accepted.","Briggs & Riley gives the strongest warranty reassurance because its lifetime guarantee says it will repair the bag for life, even for airline damage, free of charge and with no proof of purchase needed; however, its listed exterior depth expands from 9 to 11.5 in, so expanded packing may create more carry-on fit risk.",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,7.0,0.3684210526315789,0.05422778240715125,0.047619047619047616,0.24167262415060317,1.0,3.0,0.375,0.2,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,0.42857142857142855,5.0,2.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.15789473684210525,-0.003684768985343298,0.016897081413210446,-0.029781338953508152,0.0,-2.0,-0.23214285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,-2.0,1.0,0.0,0.0,0.0,0.0,-0.029781338953508152
01_2023_2024_original_vs_2026_current,one_product_current,br_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\supplementary_check\results\shopping_answers\01_2023_2024_original_vs_2026_current\br_11.txt,one_product_current,BR,current_2026,11,15,11-15,11,BR,1,2,2.0,0.5,2,0.8,0.3333333333333333,2,0.8,0,1,4,2.0,0.5,0.4444444444444444,2,0.8,2,0,dimensions;expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation,4,0.21052631578947367,0.10973518024968976,0.25925925925925924,0.36960785476338825,0.0,2,2,249,Away > BR > BR > Century > July > Rimowa,"Briggs & Riley is also a safer option if kept compressed and unexpanded, because its CX Smart Packing Technology compresses back to carry-on size and the page says it fits most US overhead bins [Briggs & Riley]. However, Briggs & Riley has a possible size limitation when expanded, because its exterior depth is listed as 9-11.5 inches [Briggs & Riley].","For strict carry-on travel, the safest options by product-page language are Away and Briggs & Riley. Briggs & Riley is also a safer option if kept compressed and unexpanded, because its CX Smart Packing Technology compresses back to carry-on size and the page says it fits most US overhead bins  . However, Briggs & Riley has a possible size limitation when expanded, because its exterior depth is listed as 9-11.5 inches  .",1.0,1.0,0.3333333333333333,3.0,0.6,0.0,3.0,0.15789473684210525,0.050401670972157704,0.17142857142857143,0.21737356727713833,1.0,1.0,0.14285714285714285,0.2,0.2,3.0,0.6,3.0,3.0,0.6,-1.0,0.0,1.0,baseline_11.txt,11-15,True,0.0,1.0,0.16666666666666669,-1.0,0.20000000000000007,0.0,1.0,0.05263157894736842,0.05933350927753205,0.08783068783068781,0.15223428748624993,0.0,3.0,0.30158730158730157,0.1333333333333333,0.3,-1.0,0.20000000000000007,-1.0,-1.0,0.20000000000000007,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.15223428748624993
