comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,answer_word_count,citation_sequence,cited_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_baseline,delta_top1_cited_share,delta_pais
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,16,BEIS,1,1,1.0,1.0,1,1.0,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.06126096305113985,0.1,0.3737434206804034,236,BEIS > Travelpro > Delsey > Monos > INUSA,"[BEIS]

Travelpro clearly meets the checklist: it is marketed as a Platinum Elite Carry-On Expandable Hardside Spinner, has a 100% polycarbonate hard shell, MagnaTrac self-aligning spinner wheels, a built-in TSA-approved lock, and a stated 45 L volume.",1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.3157894736842105,0.051292668856945674,0.022727272727272728,0.36015885275065546,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009968294194194177,0.07727272727272727,0.013584567929747937,0.0,0.0,0.0,0.0,0.013584567929747937
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,17,BEIS,1,1,1.0,1.0,1,1.0,1,capacity_volume;durability_protection;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,7,0.3684210526315789,0.026103922134601467,0.0,0.36223832828656943,249,BEIS > Delsey > Travelpro > Monos > INUSA,"[BEIS]

Delsey is a strong second choice for this specific tradeoff because it lists 44 L at 7.74 lb, while still providing a TSA-accepted lock, dual-density double-spinner wheels, SECURITECH zipper protection, zippered pockets, and included laundry and shoe bags.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.060754942754030206,0.034482758620689655,0.49977954269478675,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-0.21052631578947373,-0.034651020619428735,-0.034482758620689655,-0.13754121440821732,0.0,-1.0,0.0,0.0,-0.13754121440821732
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,18,BEIS,1,1,2.0,0.5,2,0.8,0,capacity_volume;cleaning_care;comparison_ready_evidence;overhead_bin_or_airline_fit,4,0.21052631578947367,0.029176576136865515,0.03225806451612903,0.23611262139602054,377,Travelpro > BEIS > Monos > Travelpro > Delsey > INUSA,"[BEIS]

Monos is a good match for frequent flyers or first-time premium buyers who care about broad carry-on positioning, trust signals, and a polished build more than stated capacity specs.",1.0,2.0,0.3333333333333333,2.0,0.8,0.0,10.0,0.5263157894736842,0.07888373656240531,0.05813953488372093,0.3630941687731094,baseline_16.txt,16-20,True,0.0,-1.0,0.16666666666666669,0.0,0.0,0.0,-6.0,-0.3157894736842105,-0.0497071604255398,-0.025881470367591898,-0.12698154737708886,0.0,-1.0,0.0,0.0,-0.12698154737708886
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,19,BEIS,1,1,2.0,0.5,2,0.8,0,overhead_bin_or_airline_fit,1,0.05263157894736842,0.019118675038913194,0.0,0.19768338413058967,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[BEIS]

I would not recommend Travelpro for shoppers who expect the expanded suitcase to remain compliant on every airline.",1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.15789473684210525,0.04681106055726726,0.027777777777777776,0.32844115947987446,baseline_16.txt,16-20,True,0.0,0.0,-0.5,1.0,-0.19999999999999996,-1.0,-2.0,-0.10526315789473684,-0.027692385518354068,-0.027777777777777776,-0.1307577753492848,0.0,0.0,-1.0,-1.0,-0.1307577753492848
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,20,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0,comparison_ready_evidence;overhead_bin_or_airline_fit;warranty_trial_return,3,0.15789473684210525,0.041065856148323684,0.0625,0.1991671185980858,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[BEIS]

Monos has strong trust signals and travel-use language, including a 4.9 rating based on 1,355 reviews, lifetime warranty, 100-day trial, free shipping, and a claim that the carry-on is designed to fit in the overhead bin of almost any flight, anywhere in the world.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.05500840338643261,0.07692307692307693,0.29183838782978316,baseline_16.txt,16-20,True,0.0,-1.0,0.08333333333333331,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.013942547238108928,-0.014423076923076927,-0.09267126923169736,0.0,-1.0,0.0,0.0,-0.09267126923169736
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,6,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,104,Delsey > Delsey,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,baseline_6.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,0.0,0.0,0.0,0.0,-0.15,-1.0,-1.0,-4.0,0.0,-0.15
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,165,Travelpro > Travelpro > Travelpro > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,8,BEIS,1,1,3.0,0.3333333333333333,2,0.8,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.004929820441329727,0.0,0.18256491145668702,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,1.0,1.0,0.3333333333333333,-4.0,0.8,0.0,3.0,0.15789473684210525,0.004929820441329727,0.0,0.18256491145668702,1.0,1.0,4.0,0.0,0.18256491145668702
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,9,BEIS,1,1,6.0,0.16666666666666666,4,0.4,0,cleaning_care;durability_protection;lock_security;material_shell;price_value,5,0.2631578947368421,0.02879890217855663,0.02702702702702703,0.17911208010380048,208,Travelpro > Delsey > Travelpro > Delsey > Monos > BEIS > INUSA,"[BEIS] InUSA is the budget protection pick because it lists a PC/ABS hard-flex shell with a micro-diamond water- and scratch-resistant finish, impact-resistant design, self-repairable oversized zippers, and a Travel Sentry Approved lock.",1.0,2.0,0.25,4.0,0.4,0.0,6.0,0.3157894736842105,0.026668256871480597,0.0,0.2851582127778049,baseline_6.txt,6-10,True,0.0,-1.0,-0.08333333333333334,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.0021306453070760317,0.02702702702702703,-0.10604613267400442,0.0,-1.0,0.0,0.0,-0.10604613267400442
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,149,Travelpro > Travelpro > Travelpro > Travelpro > Travelpro,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,1,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,174,Travelpro > Travelpro > Monos > INUSA,,1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.47368421052631576,0.12454739379350853,0.10465116279069768,0.5020106619492363,baseline_1.txt,1-5,True,-1.0,-2.0,-1.0,5.0,-1.0,-1.0,-9.0,-0.47368421052631576,-0.12454739379350853,-0.10465116279069768,-0.5020106619492363,-1.0,-2.0,-5.0,-1.0,-0.5020106619492363
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,2,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,138,Travelpro > Travelpro > Monos > INUSA,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04457308905629618,0.03571428571428571,0.2274296554052442,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-6.0,-0.3157894736842105,-0.04457308905629618,-0.03571428571428571,-0.2274296554052442,-1.0,-1.0,-4.0,0.0,-0.2274296554052442
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,3,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,127,Travelpro > INUSA > Monos,,1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.09276718362316369,0.0,0.15188677005796608,baseline_1.txt,1-5,True,-1.0,-1.0,-0.25,3.0,-0.6,0.0,0.0,0.0,-0.09276718362316369,0.0,-0.15188677005796608,-1.0,-1.0,-3.0,0.0,-0.15188677005796608
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,4,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,128,Travelpro > Travelpro > Monos > INUSA,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,1.0,0.05263157894736842,0.02918839274623871,0.041666666666666664,0.17261399433872143,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-1.0,-0.05263157894736842,-0.02918839274623871,-0.041666666666666664,-0.17261399433872143,-1.0,-1.0,-4.0,0.0,-0.17261399433872143
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,5,Delsey,0,0,,0.0,6,0.0,0,,0,0.0,0.0,0.0,0.0,215,Monos > Travelpro > Travelpro > INUSA,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
