comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,citation_position_proxy_geo,citation_position_score_geo,citation_share_of_voice_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,brand_mentioned_geo,brand_mention_count_geo,first_mention_index,first_mention_score_geo,mention_share_of_voice_geo,mention_position_proxy_geo,mention_position_score_geo,average_mention_position_proxy_geo,top1_mentioned_flag,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,brand_context_sentiment_score_geo,brand_context_positive_hits_geo,brand_context_negative_hits_geo,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_baseline,ref_count_baseline,first_citation_score_baseline,recommendation_rank_proxy_baseline,rank_score_proxy_baseline,top1_cited_flag_baseline,feature_count_baseline,feature_coverage_baseline,tfidf_product_answer_similarity_baseline,bigram_overlap_product_answer_baseline,pais_product_answer_influence_score_baseline,brand_mentioned_baseline,brand_mention_count_baseline,mention_share_of_voice_baseline,citation_share_of_voice_baseline,first_mention_score_baseline,mention_position_proxy_baseline,mention_position_score_baseline,average_mention_position_proxy_baseline,citation_position_proxy_baseline,citation_position_score_baseline,brand_context_sentiment_score_baseline,brand_context_positive_hits_baseline,brand_context_negative_hits_baseline,source_file_baseline,prompt_set_label_baseline,baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_baseline,delta_top1_cited_share,delta_pais
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,16,BEIS,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,1,1.0,1.0,0.16666666666666666,1,1.0,1,1,capacity_volume;expansion;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,6,0.3157894736842105,0.06126096305113985,0.1,0.3737434206804034,1.0,2,0,236,BEIS > Travelpro > Delsey > Monos > INUSA,"[BEIS]

Travelpro clearly meets the checklist: it is marketed as a Platinum Elite Carry-On Expandable Hardside Spinner, has a 100% polycarbonate hard shell, MagnaTrac self-aligning spinner wheels, a built-in TSA-approved lock, and a stated 45 L volume.","BEIS clearly meets the checklist: it is marketed as a Carry-On Roller, has a durable hard-sided 100% virgin polycarbonate body, Hinomoto 360 degree wheels, TSA locks, and a stated 49-61 L capacity.",1.0,1.0,1.0,1.0,1.0,1.0,6.0,0.3157894736842105,0.051292668856945674,0.022727272727272728,0.36015885275065546,1.0,2.0,0.25,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,baseline_16.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009968294194194177,0.07727272727272727,0.013584567929747937,0.0,-1.0,-0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.013584567929747937
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,17,BEIS,1,1,1.0,1.0,1,1.0,0.2,1,1.0,1,1,2,1.0,1.0,0.2857142857142857,1,1.0,1,1,capacity_volume;durability_protection;lock_security;packing_organization;tradeoff_or_limitation;weight;wheels_mobility,7,0.3684210526315789,0.026103922134601467,0.0,0.36223832828656943,0.14285714285714285,4,3,249,BEIS > Delsey > Travelpro > Monos > INUSA,"[BEIS]

Delsey is a strong second choice for this specific tradeoff because it lists 44 L at 7.74 lb, while still providing a TSA-accepted lock, dual-density double-spinner wheels, SECURITECH zipper protection, zippered pockets, and included laundry and shoe bags.","Among the products with both stated capacity and stated weight, BEIS appears to offer the strongest capacity-to-weight tradeoff. Travelpro is very feature-rich, but its stated 45 L volume at 8.1 lb gives it slightly less packing space per pound than BEIS or Delsey based on the provided figures.",1.0,2.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.060754942754030206,0.034482758620689655,0.49977954269478675,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.25,5.0,3.0,baseline_16.txt,16-20,True,0.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-0.21052631578947373,-0.034651020619428735,-0.034482758620689655,-0.13754121440821732,0.0,0.0,-0.047619047619047616,-0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.10714285714285715,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.13754121440821732
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,18,BEIS,1,1,2.0,0.5,2,0.8,0.16666666666666666,2,0.8,0,1,1,2.0,0.5,0.14285714285714285,2,0.8,2,0,capacity_volume;cleaning_care;comparison_ready_evidence;overhead_bin_or_airline_fit,4,0.21052631578947367,0.029176576136865515,0.03225806451612903,0.23611262139602054,1.0,4,0,377,Travelpro > BEIS > Monos > Travelpro > Delsey > INUSA,"[BEIS]

Monos is a good match for frequent flyers or first-time premium buyers who care about broad carry-on positioning, trust signals, and a polished build more than stated capacity specs.",BEIS is the best match for overpackers and organization-focused travelers.,1.0,2.0,0.3333333333333333,2.0,0.8,0.0,10.0,0.5263157894736842,0.07888373656240531,0.05813953488372093,0.3630941687731094,1.0,1.0,0.16666666666666666,0.2,0.5,2.0,0.8,2.0,3.0,0.6,0.0,4.0,4.0,baseline_16.txt,16-20,True,0.0,-1.0,0.16666666666666669,0.0,0.0,0.0,-6.0,-0.3157894736842105,-0.0497071604255398,-0.025881470367591898,-0.12698154737708886,0.0,0.0,-0.023809523809523808,-0.033333333333333354,0.0,0.0,0.0,0.0,-1.0,0.20000000000000007,1.0,0.0,-4.0,0.0,-1.0,0.0,0.0,-0.12698154737708886
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,19,BEIS,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,1,2.0,0.5,0.2,2,0.8,2,0,overhead_bin_or_airline_fit,1,0.05263157894736842,0.019118675038913194,0.0,0.19768338413058967,0.2,3,2,266,Monos > BEIS > Travelpro > Delsey > INUSA,"[BEIS]

I would not recommend Travelpro for shoppers who expect the expanded suitcase to remain compliant on every airline.",I would not recommend BEIS for travelers who plan to pack it to its maximum expanded capacity without checking airline limits.,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.15789473684210525,0.04681106055726726,0.027777777777777776,0.32844115947987446,1.0,1.0,0.2,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,-0.3333333333333333,1.0,2.0,baseline_16.txt,16-20,True,0.0,0.0,-0.5,1.0,-0.19999999999999996,-1.0,-2.0,-0.10526315789473684,-0.027692385518354068,-0.027777777777777776,-0.1307577753492848,0.0,0.0,0.0,0.0888888888888889,-0.5,1.0,-0.19999999999999996,1.0,1.0,-0.19999999999999996,0.5333333333333333,2.0,0.0,0.0,0.0,-1.0,-1.0,-0.1307577753492848
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_16.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,16,20,16-20,20,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,3,0.6,0,1,1,3.0,0.3333333333333333,0.14285714285714285,3,0.6,3,0,comparison_ready_evidence;overhead_bin_or_airline_fit;warranty_trial_return,3,0.15789473684210525,0.041065856148323684,0.0625,0.1991671185980858,0.7142857142857143,6,1,270,Travelpro > Delsey > BEIS > Monos > Monos > INUSA > INUSA,"[BEIS]

Monos has strong trust signals and travel-use language, including a 4.9 rating based on 1,355 reviews, lifetime warranty, 100-day trial, free shipping, and a claim that the carry-on is designed to fit in the overhead bin of almost any flight, anywhere in the world.","BEIS is clear on core specs and packing features because it provides exterior and interior dimensions, materials, capacity, weight, hard-shell construction, 360° wheels, TSA locks, expansion, compression details, pouches, and an airline-guideline caution.",1.0,2.0,0.25,3.0,0.6,0.0,5.0,0.2631578947368421,0.05500840338643261,0.07692307692307693,0.29183838782978316,1.0,1.0,0.2,0.25,0.3333333333333333,3.0,0.6,3.0,4.0,0.4,0.42857142857142855,5.0,2.0,baseline_16.txt,16-20,True,0.0,-1.0,0.08333333333333331,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.013942547238108928,-0.014423076923076927,-0.09267126923169736,0.0,0.0,-0.05714285714285716,-0.10714285714285715,0.0,0.0,0.0,0.0,-1.0,0.19999999999999996,0.28571428571428575,1.0,-1.0,0.0,-1.0,0.0,0.0,-0.09267126923169736
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,6,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,104,Delsey > Delsey,,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,1.0,1.0,0.25,0.3333333333333333,0.25,2.0,0.8,2.0,3.0,0.6,0.0,2.0,2.0,baseline_6.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,0.0,0.0,0.0,0.0,-0.15,-1.0,-1.0,-0.25,-0.3333333333333333,-0.25,4.0,-0.8,4.0,3.0,-0.6,0.0,-2.0,-2.0,-1.0,-1.0,-4.0,0.0,-0.15
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,165,Travelpro > Travelpro > Travelpro > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,8,BEIS,1,1,3.0,0.3333333333333333,3,0.6,0.14285714285714285,2,0.8,0,0,0,,0.0,0.0,6,0.0,6,0,comparison_ready_evidence;tradeoff_or_limitation;warranty_trial_return,3,0.15789473684210525,0.004929820441329727,0.0,0.18256491145668702,0.0,2,2,166,INUSA > INUSA > BEIS > Delsey > Monos > Travelpro > INUSA,"[BEIS] [Delsey] [Monos] [Travelpro] The InUSA page also does not provide warranty or return-trial details in the supplied text, so there is not enough product-page information to compare its post-purchase reassurance with the others.",,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,1.0,1.0,0.3333333333333333,-4.0,0.8,0.0,3.0,0.15789473684210525,0.004929820441329727,0.0,0.18256491145668702,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,-3.0,0.6,0.0,2.0,2.0,1.0,1.0,4.0,0.0,0.18256491145668702
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,9,BEIS,1,1,6.0,0.16666666666666666,6,0.0,0.14285714285714285,4,0.4,0,1,1,6.0,0.16666666666666666,0.14285714285714285,4,0.4,4,0,cleaning_care;durability_protection;lock_security;material_shell;price_value,5,0.2631578947368421,0.02879890217855663,0.02702702702702703,0.17911208010380048,0.3333333333333333,2,1,208,Travelpro > Delsey > Travelpro > Delsey > Monos > BEIS > INUSA,"[BEIS] InUSA is the budget protection pick because it lists a PC/ABS hard-flex shell with a micro-diamond water- and scratch-resistant finish, impact-resistant design, self-repairable oversized zippers, and a Travel Sentry Approved lock.","Béis adds practical overpacking and exterior protection details, including a 100% virgin polycarbonate body, TSA locks, water-resistant zipper tape, and a side handle with a weight-limit indicator to help check when the bag may be overpacked.",1.0,2.0,0.25,4.0,0.4,0.0,6.0,0.3157894736842105,0.026668256871480597,0.0,0.2851582127778049,1.0,2.0,0.2,0.2,0.25,4.0,0.4,4.0,4.0,0.4,0.5,6.0,2.0,baseline_6.txt,6-10,True,0.0,-1.0,-0.08333333333333334,0.0,0.0,0.0,-1.0,-0.05263157894736842,0.0021306453070760317,0.02702702702702703,-0.10604613267400442,0.0,-1.0,-0.05714285714285716,-0.05714285714285716,-0.08333333333333334,0.0,0.0,0.0,2.0,-0.4,-0.16666666666666669,-4.0,-1.0,0.0,-1.0,0.0,0.0,-0.10604613267400442
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,beis_2023_2024vsGEO_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\beis_2023_2024vsGEO_6.txt,one_product_geo_rewrite,BEIS,geo_rewrite_2023_2024,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,149,Travelpro > Travelpro > Travelpro > Travelpro > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_6.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,1,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.0,0.0,0.0,-1.0,0,1,174,Travelpro > Travelpro > Monos > INUSA,,"The provided product-page texts do not include BEIS or Delsey information, so I cannot compare those options.",1.0,2.0,1.0,1.0,1.0,1.0,9.0,0.47368421052631576,0.12454739379350853,0.10465116279069768,0.5020106619492363,1.0,2.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.5555555555555556,7.0,2.0,baseline_1.txt,1-5,True,-1.0,-2.0,-1.0,5.0,-1.0,-1.0,-9.0,-0.47368421052631576,-0.12454739379350853,-0.10465116279069768,-0.5020106619492363,0.0,-1.0,-0.33333333333333337,-0.6666666666666666,-0.8333333333333334,4.0,-0.8,4.0,5.0,-1.0,-1.5555555555555556,-7.0,-1.0,-1.0,-2.0,-5.0,-1.0,-0.5020106619492363
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,2,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,138,Travelpro > Travelpro > Monos > INUSA,,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,6.0,0.3157894736842105,0.04457308905629618,0.03571428571428571,0.2274296554052442,1.0,1.0,0.3333333333333333,0.25,0.5,2.0,0.8,2.0,3.0,0.6,1.0,4.0,0.0,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-6.0,-0.3157894736842105,-0.04457308905629618,-0.03571428571428571,-0.2274296554052442,-1.0,-1.0,-0.3333333333333333,-0.25,-0.5,4.0,-0.8,4.0,3.0,-0.6,-1.0,-4.0,0.0,-1.0,-1.0,-4.0,0.0,-0.2274296554052442
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,3,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,127,Travelpro > INUSA > Monos,,,1.0,1.0,0.25,3.0,0.6,0.0,0.0,0.0,0.09276718362316369,0.0,0.15188677005796608,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,3.0,0.6,3.0,4.0,0.4,1.0,2.0,0.0,baseline_1.txt,1-5,True,-1.0,-1.0,-0.25,3.0,-0.6,0.0,0.0,0.0,-0.09276718362316369,0.0,-0.15188677005796608,-1.0,-1.0,-0.3333333333333333,-0.25,-0.3333333333333333,3.0,-0.6,3.0,2.0,-0.4,-1.0,-2.0,0.0,-1.0,-1.0,-3.0,0.0,-0.15188677005796608
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,4,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,128,Travelpro > Travelpro > Monos > INUSA,,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,1.0,0.05263157894736842,0.02918839274623871,0.041666666666666664,0.17261399433872143,1.0,1.0,0.3333333333333333,0.25,0.5,2.0,0.8,2.0,3.0,0.6,1.0,2.0,0.0,baseline_1.txt,1-5,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,-1.0,-0.05263157894736842,-0.02918839274623871,-0.041666666666666664,-0.17261399433872143,-1.0,-1.0,-0.3333333333333333,-0.25,-0.5,4.0,-0.8,4.0,3.0,-0.6,-1.0,-2.0,0.0,-1.0,-1.0,-4.0,0.0,-0.17261399433872143
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_1.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,1,5,1-5,5,Delsey,0,0,,0.0,6,0.0,0.0,6,0.0,0,1,1,7.0,0.14285714285714285,0.14285714285714285,5,0.2,5,0,,0,0.0,0.0,0.0,0.0,0.0,2,2,215,Monos > Travelpro > Travelpro > INUSA,,"The INUSA page does not provide warranty or trial information, and the provided product-page texts do not include BEIS or Delsey information.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,0.14285714285714285,3.0,0.6,3.0,6.0,0.0,-0.3333333333333333,1.0,2.0,baseline_1.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042857142857142844,0.0,0.0,2.0,-0.39999999999999997,2.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,11,Delsey,1,1,5.0,0.2,5,0.2,0.14285714285714285,3,0.6,0,1,1,7.0,0.14285714285714285,0.1111111111111111,3,0.6,3,0,dimensions;overhead_bin_or_airline_fit;tradeoff_or_limitation;weight,4,0.21052631578947367,0.06745889794097215,0.04878048780487805,0.1862474492501542,0.14285714285714285,4,3,260,Monos > Travelpro > Travelpro > Monos > Delsey > BEIS > INUSA,"[Delsey]
BEIS has possible size limitations because it expands an extra two inches, the page tells shoppers to check airline guidelines and weight restrictions, and the provided text does not say it was sizer-bin tested or that it fits most airlines.","Delsey has possible size limitations for stricter or international flights because this product is the Carry-On Plus, described as a large carry-on that fits most domestic airlines, and the FAQ says the larger Carry-On Plus fits most US airlines while the smaller Carry-On fits most international and US airlines.",1.0,2.0,0.25,3.0,0.6,0.0,6.0,0.3157894736842105,0.11552371042427019,0.1323529411764706,0.32278224466483335,1.0,2.0,0.2,0.2222222222222222,0.25,3.0,0.6,3.0,4.0,0.4,0.3333333333333333,2.0,1.0,baseline_11.txt,11-15,True,0.0,-1.0,-0.04999999999999999,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.04806481248329804,-0.08357245337159254,-0.13653479541467914,0.0,-1.0,-0.0888888888888889,-0.07936507936507936,-0.10714285714285715,0.0,0.0,0.0,1.0,-0.2,-0.19047619047619047,2.0,2.0,0.0,-1.0,0.0,0.0,-0.13653479541467914
02_2023_2024_original_vs_2023_2024_geo_rewrite,one_product_geo,delsey_2023_2024vsGEO_11.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\02_2023_2024_original_vs_2023_2024_geo_rewrite\delsey_2023_2024vsGEO_11.txt,one_product_geo_rewrite,Delsey,geo_rewrite_2023_2024,11,15,11-15,12,Delsey,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,4.0,0.25,0.2,4,0.4,4,0,cleaning_care;durability_protection;material_shell;sustainability;tradeoff_or_limitation,5,0.2631578947368421,0.023314570255805748,0.06451612903225806,0.2003052456867016,0.2,3,2,178,Travelpro > BEIS > INUSA > Delsey > Monos,"[Delsey]
Monos describes an unbreakable polycarbonate shell and premium materials, but the provided text does not mention stain resistance, scuff resistance, scratch resistance, water resistance, wipe-clean care, or a protective finish.","Delsey mentions protective durability details, including shock-absorbing corner protectors that help safeguard against wear and tear, plus antimicrobial lining for odor control, but the provided text does not specifically claim stain resistance, scuff resistance, scratch resistance, water resistance, or wipe-clean materials.",1.0,1.0,0.2,4.0,0.4,0.0,6.0,0.3157894736842105,0.025846154625006494,0.02702702702702703,0.19571451304923076,1.0,1.0,0.1111111111111111,0.1111111111111111,0.2,4.0,0.4,4.0,5.0,0.2,0.0,2.0,2.0,baseline_11.txt,11-15,True,0.0,0.0,0.04999999999999999,0.0,0.0,0.0,-1.0,-0.05263157894736842,-0.0025315843692007463,0.037489102005231034,0.00459073263747084,0.0,0.0,0.0888888888888889,0.0888888888888889,0.04999999999999999,0.0,0.0,0.0,-1.0,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.00459073263747084
