comparison,mode,source_file_geo,source_path,run_type,focal_geo_product,version_status_for_product,prompt_set_start,prompt_set_end,prompt_set_label_geo,question_id,product,cited_geo,ref_count_geo,first_citation_index,first_citation_score_geo,citation_position_proxy_geo,citation_position_score_geo,citation_share_of_voice_geo,recommendation_rank_proxy_geo,rank_score_proxy_geo,top1_cited_flag_geo,brand_mentioned_geo,brand_mention_count_geo,first_mention_index,first_mention_score_geo,mention_share_of_voice_geo,mention_position_proxy_geo,mention_position_score_geo,average_mention_position_proxy_geo,top1_mentioned_flag,feature_categories,feature_count_geo,feature_coverage_geo,tfidf_product_answer_similarity_geo,bigram_overlap_product_answer_geo,pais_product_answer_influence_score_geo,brand_context_sentiment_score_geo,brand_context_positive_hits_geo,brand_context_negative_hits_geo,answer_word_count,citation_sequence,cited_answer_sentences,mentioned_answer_sentences,cited_current,ref_count_current,first_citation_score_current,recommendation_rank_proxy_current,rank_score_proxy_current,top1_cited_flag_current,feature_count_current,feature_coverage_current,tfidf_product_answer_similarity_current,bigram_overlap_product_answer_current,pais_product_answer_influence_score_current,brand_mentioned_current,brand_mention_count_current,mention_share_of_voice_current,citation_share_of_voice_current,first_mention_score_current,mention_position_proxy_current,mention_position_score_current,average_mention_position_proxy_current,citation_position_proxy_current,citation_position_score_current,brand_context_sentiment_score_current,brand_context_positive_hits_current,brand_context_negative_hits_current,source_file_current,prompt_set_label_current,current_baseline_match_found,delta_cited,delta_ref_count,delta_first_citation_score,delta_recommendation_rank_proxy,delta_rank_score_proxy,delta_top1_cited_flag,delta_feature_count,delta_feature_coverage,delta_tfidf_product_answer_similarity,delta_bigram_overlap_product_answer,delta_pais_product_answer_influence_score,delta_brand_mentioned,delta_brand_mention_count,delta_mention_share_of_voice,delta_citation_share_of_voice,delta_first_mention_score,delta_mention_position_proxy,delta_mention_position_score,delta_average_mention_position_proxy,delta_citation_position_proxy,delta_citation_position_score,delta_brand_context_sentiment_score,delta_brand_context_positive_hits,delta_brand_context_negative_hits,delta_citation_rate,delta_mean_ref_count,rank_improvement_geo_minus_current,delta_top1_cited_share,delta_pais
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,16,BEIS,1,2,2.0,0.5,2,0.8,0.2222222222222222,2,0.8,0,1,3,2.0,0.5,0.1875,2,0.8,2,0,capacity_volume;lock_security;material_shell;overhead_bin_or_airline_fit;wheels_mobility,5,0.2631578947368421,0.05040623509864721,0.10256410256410256,0.3447641080183799,0.0,4,4,280,Monos > BEIS > Travelpro > Delsey > INUSA > BEIS > Travelpro > Delsey > INUSA,"[BEIS]
Travelpro clearly meets the checklist: it is the Platinum Elite Carry-On Hardside Spinner, has a 100% polycarbonate hard shell, MagnaTrac self-aligning magnetic spinner wheels, a built-in TSA lock, and 46 L of volume. [BEIS] [Travelpro] [Delsey] [INUSA]","BÉIS clearly meets the checklist on the product-page text: it is sold as The Carry-On Roller, has a hard-sided 100% virgin polycarbonate body, 360° wheels, TSA locks, and 49-61 L of capacity. The main caution products are BÉIS, Travelpro, Delsey, and INUSA for different reasons: BÉIS has very large 49-61 L capacity and tells shoppers to follow airline guidelines and check airline weight restrictions, Travelpro says the fully expanded carry-on may not meet airline restrictions, Delsey gives dimensions but no airline sizer-bin or specific airline-fit claim in the provided text, and INUSA says it is designed or suitable for most airlines rather than guaranteeing fit.",1.0,2.0,0.5,2.0,0.8,0.0,7.0,0.3684210526315789,0.07253103568964982,0.09090909090909091,0.368493447967276,1.0,1.0,0.16666666666666666,0.2222222222222222,0.5,2.0,0.8,2.0,2.0,0.8,0.42857142857142855,5.0,2.0,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.10526315789473684,-0.022124800591002608,0.011655011655011649,-0.02372933994889609,0.0,2.0,0.020833333333333343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42857142857142855,-1.0,2.0,0.0,0.0,0.0,0.0,-0.02372933994889609
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,17,BEIS,1,2,2.0,0.5,2,0.8,0.25,2,0.8,0,1,2,2.0,0.5,0.2,2,0.8,2,0,capacity_volume;lock_security;material_shell;packing_organization;tradeoff_or_limitation;warranty_trial_return;weight;wheels_mobility,8,0.42105263157894735,0.06375422176228447,0.03773584905660377,0.36928841469340357,0.25,5,3,294,INUSA > BEIS > Monos > Travelpro > Delsey > INUSA > BEIS > Monos,"[BEIS]
Monos is the safest balanced alternative rather than the capacity-to-weight winner: it lists 39.9 L at 7.01 lb, but it combines that with a polycarbonate hard shell, 360° spinner wheels, TSA-Accepted lock, compression pad, laundry bag, two shoe bags, 100-day trial, and limited lifetime warranty. [INUSA] [BEIS] [Monos]","BÉIS has the most packing volume for its listed weight, with 49-61 L at 3.79 kg, plus TSA locks, 360° wheels, compression features, interior pouches, and expansion, but that advantage comes with the clearest airline caution because the page recommends following airline guidelines and checking airline weight restrictions. My recommendation is INUSA for the best capacity-to-weight value, BÉIS for the biggest packing-volume play if airline limits are not strict, and Monos for the more reassuring all-around balance.",1.0,4.0,1.0,1.0,1.0,1.0,11.0,0.5789473684210527,0.11971588250092118,0.06164383561643835,0.5989792255268604,1.0,3.0,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,9.0,5.0,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,-2.0,-0.5,1.0,-0.19999999999999996,-1.0,-3.0,-0.1578947368421053,-0.055961660738636704,-0.02390798655983458,-0.22969081083345688,0.0,-1.0,-0.1333333333333333,-0.19444444444444442,-0.5,1.0,-0.19999999999999996,1.0,1.0,-0.19999999999999996,-0.0357142857142857,-4.0,-2.0,0.0,-2.0,-1.0,-1.0,-0.22969081083345688
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,18,BEIS,1,1,2.0,0.5,2,0.8,0.14285714285714285,2,0.8,0,1,1,2.0,0.5,0.14285714285714285,2,0.8,2,0,capacity_volume;dimensions;durability_protection;expansion;lock_security;wheels_mobility,6,0.3157894736842105,0.04934497229227748,0.022222222222222223,0.2596935558619643,1.0,5,0,367,Monos > BEIS > Delsey > INUSA > Travelpro > Travelpro > Delsey,"[BEIS]
For stylish overpackers, Delsey is a good match because the page explicitly says it is perfect for stylish overpackers who want a little extra room, while also listing 44 L of capacity, 360° spinner wheels, a TSA-Accepted lock, SECURITECH zip, corner protection, and a refined interior.","For overpackers, BÉIS is the strongest match because it offers 49-61 L of capacity, expands an extra two inches, includes four-point compression straps, a detachable compression flap, multiple pockets, and separate pouches for dirty clothes, shoes, undergarments, and damp clothing.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,2.0,0.10526315789473684,0.0064458238103124905,0.0,0.17234179634100988,1.0,1.0,0.2,0.16666666666666666,0.5,2.0,0.8,2.0,3.0,0.6,0.5,3.0,1.0,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,4.0,0.21052631578947367,0.042899148481964994,0.022222222222222223,0.08735175952095442,0.0,0.0,-0.05714285714285716,-0.023809523809523808,0.0,0.0,0.0,0.0,-1.0,0.20000000000000007,0.5,2.0,-1.0,0.0,0.0,0.0,0.0,0.08735175952095442
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,19,BEIS,1,1,2.0,0.5,2,0.8,0.2,2,0.8,0,1,1,2.0,0.5,0.2,2,0.8,2,0,expansion;overhead_bin_or_airline_fit;tradeoff_or_limitation,3,0.15789473684210525,0.0,0.030303030303030304,0.21945773524720893,-0.2,2,3,221,Monos > BEIS > Travelpro > Delsey > INUSA,"[BEIS]
Travelpro may be a weaker choice for shoppers who plan to use the expansion on strict carriers, because the page says it is tested to fit overhead bins on most major U.S.","BÉIS may be a weaker choice for strict airline-rule shoppers or people who tend to overpack, because the page lists 49-61 L capacity, expansion to 12"", a side-handle weight-limit indicator, and a recommendation to follow airline guidelines and check airline weight-limit restrictions.",1.0,2.0,0.25,4.0,0.4,0.0,5.0,0.2631578947368421,0.06586370807351216,0.125,0.3012209872287375,1.0,2.0,0.25,0.25,0.25,4.0,0.4,4.0,4.0,0.4,0.0,8.0,8.0,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,-1.0,0.25,-2.0,0.4,0.0,-2.0,-0.10526315789473684,-0.06586370807351216,-0.0946969696969697,-0.08176325198152859,0.0,-1.0,-0.04999999999999999,-0.04999999999999999,0.25,-2.0,0.4,-2.0,-2.0,0.4,-0.2,-6.0,-5.0,0.0,-1.0,2.0,0.0,-0.08176325198152859
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_16.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_16.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,16,20,16-20,20,BEIS,1,2,3.0,0.3333333333333333,3,0.6,0.18181818181818182,3,0.6,0,1,4,3.0,0.3333333333333333,0.23529411764705882,3,0.6,3,0,capacity_volume;dimensions;electronics_convenience;overhead_bin_or_airline_fit;sustainability;tradeoff_or_limitation;trip_length;warranty_trial_return;weight,9,0.47368421052631576,0.025202549550767457,0.0,0.33311068534875,0.23809523809523808,13,8,335,Travelpro > Monos > BEIS > Delsey > INUSA > INUSA > Travelpro > Monos > BEIS > Delsey > INUSA,"[BEIS]
Delsey is helpful but less complete than Travelpro, Monos, and BÉIS because it gives feature badges, dimensions, trip length, weight, capacity, material, warranty, return window, and style/use language, but the provided text does not include sizer-bin testing, specific airline-fit language, or detailed USB-port information beyond listing a USB Port. [Travelpro] [Monos] [BEIS] [Delsey] [INUSA]","BÉIS is strong for concrete product details because it gives price, size, color, dimensions, materials, capacity range, weight, hard-sided polycarbonate body, 360° wheel description, TSA locks, expansion, water-resistant zipper tape, warranty mention, and detailed interior organization; it also provides a useful airline-guideline caution. Delsey is helpful but less complete than Travelpro, Monos, and BÉIS because it gives feature badges, dimensions, trip length, weight, capacity, material, warranty, return window, and style/use language, but the provided text does not include sizer-bin testing, specific airline-fit language, or detailed USB-port information beyond listing a USB Port. INUSA is harder to compare for cautious buyers because the provided text does not give detailed return-policy terms, specific airline-fit testing, or the same level of feature explanation as Travelpro, Monos, or BÉIS. Overall, Travelpro, Monos, and BÉIS provide the clearest buyer-ready pages, Delsey is attractive and fairly specified but lighter on airline-fit and USB details, and INUSA is price-friendly and spec-usable but less complete for shoppers who want full policy and fit comparison before buying.",1.0,2.0,0.3333333333333333,3.0,0.6,0.0,14.0,0.7368421052631579,0.060159484711758006,0.0,0.3927336513283165,1.0,1.0,0.14285714285714285,0.2,0.3333333333333333,3.0,0.6,3.0,3.0,0.6,0.75,7.0,1.0,baseline_curr/baseline_16_curr.txt,16-20,True,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-0.2631578947368421,-0.03495693516099055,0.0,-0.05962296597956651,0.0,3.0,0.09243697478991597,-0.018181818181818188,0.0,0.0,0.0,0.0,0.0,0.0,-0.5119047619047619,6.0,7.0,0.0,0.0,0.0,0.0,-0.05962296597956651
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,6,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,102,Delsey > Delsey,,,1.0,1.0,0.3333333333333333,2.0,0.8,0.0,0.0,0.0,0.0,0.0,0.15,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,1.0,1.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,-1.0,-1.0,-0.3333333333333333,4.0,-0.8,0.0,0.0,0.0,0.0,0.0,-0.15,-1.0,-1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,4.0,-0.8,4.0,3.0,-0.6,-1.0,-1.0,0.0,-1.0,-1.0,-4.0,0.0,-0.15
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,7,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,144,Delsey > Delsey > Delsey > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,8,BEIS,1,1,5.0,0.2,5,0.2,0.2,5,0.2,0,1,1,6.0,0.16666666666666666,0.16666666666666666,5,0.2,5,0,,0,0.0,0.0,0.0,0.12333333333333334,0.3333333333333333,2,1,155,INUSA > Travelpro > Delsey > Monos > BEIS,[Delsey] [Monos] [BEIS],"You may also give up Delsey’s patented ZIP SECURITECH® intrusion-resistant zipper and corner protection, Monos’s aerospace-grade polycarbonate shell and removable compression pad, and BÉIS’s larger 49-61 L expandable capacity with separate pouches for dirty clothes, shoes, undergarments, and damp clothing.",1.0,2.0,0.14285714285714285,5.0,0.2,0.0,7.0,0.3684210526315789,0.05391483503576735,0.056338028169014086,0.2881559769969166,1.0,2.0,0.18181818181818182,0.18181818181818182,0.14285714285714285,5.0,0.2,5.0,7.0,0.0,1.0,2.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,-1.0,0.05714285714285716,0.0,0.0,0.0,-7.0,-0.3684210526315789,-0.05391483503576735,-0.056338028169014086,-0.16482264366358323,0.0,-1.0,-0.015151515151515166,0.018181818181818188,0.023809523809523808,0.0,0.0,0.0,-2.0,0.2,-0.6666666666666667,0.0,1.0,0.0,-1.0,0.0,0.0,-0.16482264366358323
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,9,BEIS,1,1,4.0,0.25,4,0.4,0.2,4,0.4,0,1,1,4.0,0.25,0.2,4,0.4,4,0,cleaning_care;comparison_ready_evidence;durability_protection;electronics_convenience;lock_security;material_shell;price_value;tradeoff_or_limitation;weight,9,0.47368421052631576,0.026270618504363276,0.018867924528301886,0.23615448781871443,0.5,6,2,216,Travelpro > Delsey > Monos > BEIS > INUSA,"[BEIS] INUSA provides the budget protection package: an impact-resistant design, Travel Sentry® Approved lock, oversized zippers, and a lightweight PC/ABS hard-flex shell with a water- and scratch-resistant finish, but the product page does not list premium details such as aluminum corner armor, patented intrusion-resistant zippers, or USB/tech protection.","BÉIS adds useful protection details through a 100% virgin polycarbonate body, TSA locks, water-resistant zipper tape, and a side carry handle with a weight-limit indicator to help check when the bag may be overpacked.",1.0,1.0,0.2,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.12333333333333334,1.0,1.0,0.1111111111111111,0.2,0.2,5.0,0.2,5.0,5.0,0.2,1.0,2.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.04999999999999999,-1.0,0.2,0.0,9.0,0.47368421052631576,0.026270618504363276,0.018867924528301886,0.11282115448538109,0.0,0.0,0.0888888888888889,0.0,0.04999999999999999,-1.0,0.2,-1.0,-1.0,0.2,-0.5,4.0,2.0,0.0,0.0,1.0,0.0,0.11282115448538109
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/beis_6.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\beis_6.txt,one_product_geo_rewrite_against_current,BEIS,geo_rewrite_2023_2024,6,10,6-10,10,BEIS,0,0,,0.0,6,0.0,0.0,6,0.0,0,0,0,,0.0,0.0,6,0.0,6,0,,0,0.0,0.0,0.0,0.0,0.0,0,0,132,Travelpro > Travelpro > Travelpro,,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_6_curr.txt,6-10,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,1,Delsey,1,2,1.0,1.0,1,1.0,0.6666666666666666,1,1.0,1,1,2,1.0,1.0,0.6666666666666666,1,1.0,1,1,capacity_volume;overhead_bin_or_airline_fit;packing_organization;trip_length,4,0.21052631578947367,0.10238277273434102,0.21794871794871795,0.46194079206373734,1.0,9,0,136,Delsey > Delsey > Monos,"[Delsey]
It also supports that trip length with dual compartments, compression cross straps, and included laundry and shoe bags for keeping clothes, shoes, and worn items separated. [Delsey]
If airline-size confidence across many regions matters more than maximum packing room, Monos is a strong alternative because its page lists a 2-5 day trip length and says it is designed to fit the baggage sizer and overhead bins of all major airlines in North America, Europe, Asia, and Oceania.","I would recommend the Delsey CHATELET AIR 2.0 Carry-On Plus Spinner as the best direct fit for a 3-5 day trip because the product page specifically says the Carry-On Plus size is ideal for 3-5 day trips, offers 44 L of packing volume, and has room for 5-7 outfits.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,5.0,0.2631578947368421,0.021678869033923506,0.04878048780487805,0.21428442592488484,1.0,2.0,0.4,0.25,0.3333333333333333,2.0,0.8,2.0,3.0,0.6,0.6,4.0,1.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,1.0,0.6666666666666667,-1.0,0.19999999999999996,1.0,-1.0,-0.05263157894736842,0.08070390370041751,0.16916823014383991,0.2476563661388525,0.0,0.0,0.2666666666666666,0.41666666666666663,0.6666666666666667,-1.0,0.19999999999999996,-1.0,-2.0,0.4,0.4,5.0,-1.0,0.0,1.0,1.0,1.0,0.2476563661388525
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,2,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,2.0,0.5,0.3333333333333333,2,0.8,2,0,cleaning_care;durability_protection;material_shell,3,0.15789473684210525,0.03112131058396948,0.0,0.18780320948521495,1.0,2,0,147,Travelpro > Travelpro > Delsey > Monos,"[Delsey]
Monos also presents strong durability claims with an aerospace-grade, water-resistant polycarbonate hard shell that is described as dent-resistant, impact-friendly, and virtually unbreakable.","Delsey is the closest runner-up for zipper and corner protection because its patented SECURITECH zip is described as 3x more resistant than a standard zipper, and it has shock-absorbing corner protectors.",1.0,1.0,0.25,3.0,0.6,0.0,1.0,0.05263157894736842,0.018084284945538664,0.03125,0.15216400611191477,1.0,1.0,0.25,0.25,0.25,3.0,0.6,3.0,4.0,0.4,0.6,4.0,1.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.08333333333333331,-1.0,0.20000000000000007,0.0,2.0,0.10526315789473684,0.013037025638430816,-0.03125,0.03563920337330018,0.0,0.0,0.08333333333333331,0.0,0.25,-1.0,0.20000000000000007,-1.0,-1.0,0.19999999999999996,0.4,-2.0,-1.0,0.0,0.0,1.0,0.0,0.03563920337330018
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,3,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,1,2.0,0.5,0.3333333333333333,2,0.8,2,0,handle;weight;wheels_mobility,3,0.15789473684210525,0.03442352615577853,0.02857142857142857,0.19274936688529104,1.0,3,0,149,Travelpro > Travelpro > Delsey > INUSA,"[Delsey]
INUSA may appeal if low weight is important because it is listed at 5.9 lbs and has a 360° multiwheel system described as stable and effortless with ball-bearing mounted wheels and cushioned axels.","Delsey is another strong mobility option because its dual-density double-spinner wheels are described as offering smooth maneuverability and a quiet ride through airports, hotels, and transit.",1.0,1.0,0.3333333333333333,2.0,0.8,0.0,3.0,0.15789473684210525,0.020201407086104885,0.0,0.18561922878564205,1.0,1.0,0.3333333333333333,0.25,0.5,2.0,0.8,2.0,3.0,0.6,1.0,4.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014222119069673647,0.02857142857142857,0.007130138099648992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.007130138099648992
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,4,Delsey,1,1,3.0,0.3333333333333333,3,0.6,0.25,2,0.8,0,1,2,2.0,0.5,0.4,2,0.8,2,0,packing_organization,1,0.05263157894736842,0.07059530840147984,0.14814814814814814,0.19686759969199188,1.0,1,0,125,BEIS > BEIS > Delsey > Monos,"[Delsey]
Monos has a zipped panel for shoes and other items, a compression pad, ballistic nylon straps, generously sized pockets, an included laundry bag, and two shoe bags.","Delsey and Monos are also strong organization picks: Delsey has dual compartments, compression cross straps, a zippered divider, mesh zippered pockets, and included laundry and shoe bags.",0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,baseline_curr/baseline_1_curr.txt,1-5,True,1.0,1.0,0.3333333333333333,-4.0,0.8,0.0,1.0,0.05263157894736842,0.07059530840147984,0.14814814814814814,0.19686759969199188,1.0,2.0,0.4,0.25,0.5,-4.0,0.8,-4.0,-3.0,0.6,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.19686759969199188
03_2026_current_vs_2023_2024_geo_rewrite,one_product_geo_against_current,03_2026_current_vs_2023_2024_geo_rewrite/delsey_1.txt,C:\Users\junse\Documents\research\Finance Research\GEO_carry-on\results\shopping_answers\03_2026_current_vs_2023_2024_geo_rewrite\delsey_1.txt,one_product_geo_rewrite_against_current,Delsey,geo_rewrite_2023_2024,1,5,1-5,5,Delsey,1,1,6.0,0.16666666666666666,6,0.0,0.16666666666666666,4,0.4,0,1,1,5.0,0.2,0.2,4,0.4,4,0,,0,0.0,0.03338278886436102,0.0,0.12334322443953888,-1.0,0,2,179,Monos > Monos > Travelpro > Travelpro > BEIS > Delsey,[Travelpro] [BEIS] [Delsey],"However, Travelpro notes that the fully expanded carry-on may not meet airline restrictions, BEIS recommends checking airline weight restrictions, and Delsey says carry-on size and weight restrictions vary by airline.",1.0,1.0,0.2,3.0,0.6,0.0,7.0,0.3684210526315789,0.06391215486059175,0.0,0.20979997483176746,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2,3.0,0.6,3.0,5.0,0.2,0.09090909090909091,6.0,5.0,baseline_curr/baseline_1_curr.txt,1-5,True,0.0,0.0,-0.033333333333333354,1.0,-0.19999999999999996,0.0,-7.0,-0.3684210526315789,-0.030529365996230733,0.0,-0.08645675039222858,0.0,0.0,0.05714285714285716,0.023809523809523808,0.0,1.0,-0.19999999999999996,1.0,1.0,-0.2,-1.0909090909090908,-6.0,-3.0,0.0,0.0,-1.0,0.0,-0.08645675039222858
